"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"Locket Chatterjee";"BJP";" 14";"Graduate";"45";"35655698";"0";"Yes";"HOOGHLY";"WEST BENGAL";"2019";"Lok Sabha";"No Comment"
"Bhaskar Ghosh";"SUCI(C)";"0";"Post Graduate";"39";"4867929";"73000";"No";"HOOGHLY";"WEST BENGAL";"2019";"Lok Sabha";"No Comment"
"Dulal Chandra Hembram";"IND";"0";"12th Pass";"61";"9103000";"900000";"No";"HOOGHLY";"WEST BENGAL";"2019";"Lok Sabha";"No Comment"
"Noor Hossain Mondal";"IND";"0";"Literate";"34";"12563";"0";"No";"HOOGHLY";"WEST BENGAL";"2019";"Lok Sabha";"No Comment"
"Pradip Saha";"CPI(M)";" 1";"12th Pass";"58";"1675744";"0";"No";"HOOGHLY";"WEST BENGAL";"2019";"Lok Sabha";"No Comment"
"Pratul Chandra Saha";"INC";" 1";"12th Pass";"57";"1789324";"0";"No";"HOOGHLY";"WEST BENGAL";"2019";"Lok Sabha";"No Comment"
"Ratna D";"AITC";"0";"Graduate Professional";"70";"34779481";"0";"No";"HOOGHLY";"WEST BENGAL";"2019";"Lok Sabha";"No Comment"
"Sajal Adhika";"CPI(ML)(L)";" 1";"Post Graduate";"55";"4708000";"155035";"No";"HOOGHLY";"WEST BENGAL";"2019";"Lok Sabha";"No Comment"
"Vijay Kumar Mahato";"BSP";" 1";"10th Pass";"49";"205640";"0";"No";"HOOGHLY";"WEST BENGAL";"2019";"Lok Sabha";"No Comment"
