"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"PRANAB MUKHERJEE";"INC";"0";"Doctorate";"72";"26920479";"0";"Yes";"JANGIPUR";"WEST BENGAL";"2009";"Lok Sabha";"No Comment"
"DEBASHISH MAJUMDAR";"BJP";"0";"Graduate Professional";"52";"828546";"0";"No";"JANGIPUR";"WEST BENGAL";"2009";"Lok Sabha";"No Comment"
"MRIGANKA SEKHAR BHATTACHARYA";"CPM";"0";"Graduate";"61";"841193";"0";"No";"JANGIPUR";"WEST BENGAL";"2009";"Lok Sabha";"No Comment"
"TAPAS SAHA";"IND";"0";"Graduate";"35";"137000";"0";"No";"JANGIPUR";"WEST BENGAL";"2009";"Lok Sabha";"No Comment"
"ZAMIRUL HASSAN";"AUDF";"0";"Graduate";"59";"31297868";"16200000";"No";"JANGIPUR";"WEST BENGAL";"2009";"Lok Sabha";"No Comment"
