"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"Rameshwar Teli";"BJP";"0";"10th Pass";"43";"977943";"0";"Yes";"DIBRUGARH";"ASSAM";"2014";"Lok Sabha";"No Comment"
"Anup Phuko";"AGP";"0";"Post Graduate";"56";"4737100";"3549764";"No";"DIBRUGARH";"ASSAM";"2014";"Lok Sabha";"No Comment"
"Cheni Ram Mora";"AIFB";"0";"10th Pass";"48";"824337";"0";"No";"DIBRUGARH";"ASSAM";"2014";"Lok Sabha";"No Comment"
"Navajyoti Kalita";"AITC";"0";"10th Pass";"36";"25004000";"32650000";"No";"DIBRUGARH";"ASSAM";"2014";"Lok Sabha";"No Comment"
"Paban Singh Ghatowa";"INC";"0";"Graduate";"62";"49229437";"2547986";"No";"DIBRUGARH";"ASSAM";"2014";"Lok Sabha";"No Comment"
"Subhas S";"CPI(ML)L";"0";"12th Pass";"64";"7032268";"0";"No";"DIBRUGARH";"ASSAM";"2014";"Lok Sabha";"No Comment"
