"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Sudama Kol";"BSP";"0";"8th Pass";"43";"1960500";"50000";"No";"ANUPPUR (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Dilip Jaiswal";"BJP";" 1";"12th Pass";"62";"72989129";"100000";"Yes";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Abdul Al";"IND";" 1";"8th Pass";"39";"74675";"0";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Abhayanand Baba J";"IND";"0";"Literate";"53";"2875884";"0";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Dinesh Lah";"IND";"0";"Post Graduate";"49";"965000";"244986";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Girish Kumar Tiwa";"Bhartiya Shakti Chetna Party";"0";"8th Pass";"62";"5707000";"248000";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Heeravati Mahra";"IND";"0";"12th Pass";"26";"3656706";"0";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Kali Charan Choudhary";"Bahujan Gondwana Party";"0";"Graduate";"52";"428700";"0";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Madru Choudhry";"Vastavik Bharat Party";"0";"5th Pass";"53";"1420000";"0";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Md. Anwa";"IND";"0";"Graduate";"28";"450000";"0";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Nirmala Prajapat";"Peoples Party of India (Democratic)";"0";"8th Pass";"50";"288000";"0";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Ram Pal Sahu";"IND";"0";"12th Pass";"54";"2947066";"20000";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Sahas Ram Kewat";"IND";"0";"10th Pass";"52";"1013702";"82000";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Seema Kewat";"Gondvana Gantantra Party";"0";"Post Graduate";"36";"4167897";"970000";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Suneel Saraf";"INC";" 2";"Others";"49";"35519750";"4033349";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Vinod Krishna Pal Singh";"SP";"0";"Post Graduate";"67";"38512000";"1400000";"No";"KOTMA";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Phundelal Singh Marko";"INC";" 1";"Post Graduate";"58";"23569033";"9751703";"Yes";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Abhijeet Singh";"IND";"0";"Post Graduate";"37";"8810000";"1700000";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Amit Kumar Padwa";"Bhartiya Shakti Chetna Party";"0";"Graduate Professional";"46";"7677000";"0";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Amritlal Sonwa";"Vindhya Janta Party";"0";"Graduate Professional";"46";"4409000";"0";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Anil Singh Dhurwey";"Gondvana Gantantra Party";"0";"12th Pass";"39";"595000";"0";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Chhot";"IND";"0";"5th Pass";"50";"885000";"0";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Heera Singh Shyam";"BJP";"0";"Graduate Professional";"34";"3457233";"0";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Lalit Kumar Sant";"IND";"0";"Post Graduate";"49";"1788000";"0";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Lammu Singh";"IND";"0";"8th Pass";"37";"1412000";"370000";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Narmada Singh";"IND";"0";"Graduate Professional";"56";"29270862";"1648592";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Ramesh";"CPI(M)";"0";"10th Pass";"48";"195200";"0";"No";"PUSHPRAJGARH (ST)";"MADHYA PRADESH";"ANUPPUR";"2023";"Madhya Pradesh";"No Comment"
"Haribaboo Rai";"INC";" 3";"Graduate Professional";"63";"43507890";"11562339";"Yes";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Bundel Singh";"IND";"0";"Illiterate";"48";"504610";"0";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Devendra Bijau";"SUCI(C)";"0";"Post Graduate";"32";"405274";"0";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Dhanpal Berkhed";"BSP";"0";"Literate";"44";"45129133";"2434000";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Ganeshram Ahirwa";"Aazad Samaj Party (Kanshi Ram)";"0";"Literate";"55";"1476000";"0";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Hanmant Singh Pariha";"IND";"0";"Literate";"52";"2209000";"0";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Hariom Jatav";"IND";"0";"8th Pass";"36";"2091000";"0";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Jajpal Singh";"BJP";" 4";"Graduate Professional";"60";"12491382";"11219353";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Narendra Singh";"IND";"0";"8th Pass";"45";"7364099";"390322";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Surendra Singh";"IND";"0";"8th Pass";"37";"282000";"0";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Tulsiram Ahirwa";"IND";"0";"5th Pass";"52";"630000";"0";"No";"ASHOK NAGAR (SC)";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Jagannath Singh Raghuwanshi";"BJP";"0";"Post Graduate";"75";"86168162";"997571";"Yes";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Adv. Virendra Singh Yadav";"BSP";"0";"Graduate Professional";"51";"17469000";"0";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Bhanu";"IND";"0";"8th Pass";"33";"1125000";"120000";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Gambhir Ahirba";"IND";"0";"Literate";"38";"613000";"0";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Golu Yadav";"IND";"0";"8th Pass";"28";"285000";"0";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Gopal Singh Chauhan (Daggi Raja)";"INC";" 3";"8th Pass";"63";"72889555";"2205828";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Mohammad Javed Ansari (Japani)";"IND";"0";"8th Pass";"44";"128990";"0";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Rajpal Yadav";"IND";"0";"8th Pass";"46";"27209000";"1050000";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Rambeer Singh Yadav";"IND";"0";"5th Pass";"34";"580000";"0";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Ramesh Chand";"IND";"0";"Literate";"63";"11450889";"0";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Ranveer Singh Adiwas";"Aazad Samaj Party (Kanshi Ram)";"0";"Literate";"44";"2320000";"600000";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Sohan Lal Ahirba";"IND";"0";"12th Pass";"46";"415000";"0";"No";"CHANDERI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Brajendra Singh Yadav";"BJP";"0";"5th Pass";"53";"33234750";"12599319";"Yes";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Banti Rai Baba";"IND";"0";"5th Pass";"37";"510260";"0";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Bhupendra Singh Yadav";"IND";"0";"12th Pass";"25";"460150";"0";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Daulat Singh Lodh";"IND";"0";"Literate";"48";"3210000";"0";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Gendraj Singh Yadav";"IND";"0";"5th Pass";"28";"1836000";"175000";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Mohan Singh Yadav";"BSP";" 3";"12th Pass";"37";"32168245";"8300000";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Mukesh Lodh";"Aazad Samaj Party (Kanshi Ram)";"0";"8th Pass";"43";"4109700";"0";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Omkar Singh";"IND";"0";"Literate";"51";"601000";"0";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Rajpal Singh";"IND";"0";"8th Pass";"36";"1179000";"0";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Ram Dayal Singh";"IND";"0";"Literate";"51";"851000";"300000";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Rani Bai Jatav";"IND";"0";"5th Pass";"34";"365000";"0";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Rao Yadvendra Singh";"INC";" 2";"Post Graduate";"38";"19549388";"3628043";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Salman Kha";"IND";"0";"5th Pass";"28";"320500";"0";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Shreyansh";"IND";"0";"8th Pass";"44";"155068";"0";"No";"MUNGAOLI";"MADHYA PRADESH";"ASHOK NAGAR";"2023";"Madhya Pradesh";"No Comment"
"Sanjay Uikey";"INC";"0";"Post Graduate";"55";"19846185";"3888000";"Yes";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Ashok Masih Dhurv";"CPI";"0";"5th Pass";"69";"2064000";"0";"No";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Bhagat Singh Netam";"BJP";"0";"12th Pass";"58";"50750966";"4153818";"No";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Budhram Dhurway";"IND";"0";"12th Pass";"33";"1844000";"0";"No";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Deepak Uikey";"IND";"0";"8th Pass";"27";"575000";"0";"No";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Dilan Singh Kodap";"IND";"0";"Post Graduate";"68";"21137309";"1500000";"No";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Fatte Singh Kamlesh";"Gondvana Gantantra Party";"0";"Post Graduate";"75";"22635062";"0";"No";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Roshani Tilgam";"IND";"0";"Post Graduate";"27";"297292";"0";"No";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Sanjay Masram";"IND";"0";"8th Pass";"26";"44000";"0";"No";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Sonal Sirsam";"IND";"0";"Post Graduate";"32";"10745650";"5425000";"No";"BAIHAR (ST)";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Anubha Munjare";"INC";" 3";"Post Graduate";"57";"51929115";"800000";"Yes";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Advocate Satyaprakash Shulk";"Madhya Pradesh Jan Vikas Party";"0";"Graduate Professional";"44";"1020000";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Ajey Vishal Bis";"IND";" 2";"Graduate Professional";"42";"27508575";"2350000";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Babban Kha";"IND";"0";"5th Pass";"74";"1183400";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Deepak Pancheshwa";"IND";" 1";"Post Graduate";"40";"973611";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Dhaniram";"IND";"0";"8th Pass";"39";"0";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Dinesh";"Peoples Party of India (Democratic)";"0";"5th Pass";"38";"1326000";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Gaurishankar Bis";"BJP";" 1";"Post Graduate";"71";"121937562";"892000";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Gyansingh Edpach";"IND";"0";"10th Pass";"63";"6360000";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Jitendra Goyal";"Bahujan Mukti Party";"0";"12th Pass";"44";"112986";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Kamal Kishor Raut";"BSP";"0";"Graduate";"37";"491100";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Mahendra Siho";"IND";"0";"Post Graduate";"33";"11028716";"994110";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Manisha Nanu Vaidya";"IND";" 1";"Graduate";"50";"8171500";"3500000";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Mohan Kumar Raut";"National World Leader Party";"0";"10th Pass";"52";"1590000";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Ruplal Kutrahe (Sosl Warkr)";"IND";" 2";"10th Pass";"44";"130000";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Shiv Jaiswal";"AAP";"0";"Post Graduate";"58";"79064786";"3500000";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Vijay Kumar Patl";"JD(U)";"0";"12th Pass";"44";"0";"0";"No";"BALAGHAT";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Gaurav Singh Pardhi";"BJP";"0";"Post Graduate";"44";"42097210";"1700000";"Yes";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Bharat Mulakraj Anand";"IND";"0";"12th Pass";"27";"1100000";"0";"No";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Bhounendra Mishrilal Daharwal";"IND";"0";"Post Graduate";"43";"8168742";"178332";"No";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Bodhsingh Bhagat";"INC";"0";"Graduate";"68";"77849571";"0";"No";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Engg. Prashant Bhau";"AAP";"0";"Others";"42";"32518000";"12200000";"No";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Keshar Bisen (Bahanjee)";"IND";" 2";"Graduate";"61";"55242632";"3265577";"No";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Mahesh Saha";"SP";"0";"8th Pass";"43";"576154";"1700000";"No";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Mulakraj Anand";"IND";" 1";"8th Pass";"59";"1010000";"0";"No";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Sadasiv Harinkhed";"Bahujan Mukti Party";"0";"Graduate";"53";"3121000";"0";"No";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Udaysingh Pancheshwar Guruj";"BSP";"0";"Post Graduate";"77";"39500";"0";"No";"KATANGI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Rajkumar Karrahe";"BJP";"0";"Graduate Professional";"46";"83120736";"0";"Yes";"LANJI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Ashok Marath";"BSP";"0";"12th Pass";"44";"877000";"0";"No";"LANJI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Basant Kumar Bopch";"Proutist Bloc, India";"0";"Graduate";"50";"3362300";"0";"No";"LANJI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Chunnelal Hardh";"IND";"0";"5th Pass";"45";"2744000";"0";"No";"LANJI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Hina Likhiram Kaw";"INC";"0";"Post Graduate";"39";"28041747";"9280263";"No";"LANJI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
"Jyoti Ishwar Um";"IND";"0";"10th Pass";"41";"3299000";"0";"No";"LANJI";"MADHYA PRADESH";"BALAGHAT";"2023";"Madhya Pradesh";"No Comment"
