"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Rupayan Chakma";"AITC";"0";"12th Pass";"40";"2600";"0";"No";"CHAWMANU (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Tushar Kanti Chakma";"IND";"0";"12th Pass";"31";"118500";"0";"No";"CHAWMANU (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Manoj Kanti Deb";"BJP";"0";"Graduate";"42";"5010052";"0";"Yes";"KAMALPUR";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Meri Debbarma";"Tipra Motha Party";"0";"Graduate";"40";"42281578";"308000";"No";"KAMALPUR";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Premtosh Deb";"IND";"0";"5th Pass";"66";"244675";"0";"No";"KAMALPUR";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Rubi Ghosh";"INC";"0";"12th Pass";"48";"2953649";"0";"No";"KAMALPUR";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Sumen Dey";"AITC";" 3";"Graduate";"44";"1609400";"477000";"No";"KAMALPUR";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Paul Dangshu";"Tipra Motha Party";"0";"10th Pass";"31";"834427";"0";"Yes";"KARAMCHARA (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Bishwanath Debbarma";"Tripura Peoples Party";"0";"8th Pass";"58";"35400";"25000";"No";"KARAMCHARA (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Braja Lal Tripura";"BJP";"0";"Graduate";"36";"2011235";"0";"No";"KARAMCHARA (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Dibachandra Hrangkhawl";"INC";"0";"8th Pass";"67";"45661";"1500000";"No";"KARAMCHARA (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Indrakhela Chakma";"IND";"0";"8th Pass";"41";"228000";"0";"No";"KARAMCHARA (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Nandita Debbarma(Reang)";"Tipra Motha Party";"0";"8th Pass";"40";"63000";"71376";"Yes";"RAIMA VALLEY (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Bikash Chakma";"BJP";"0";"10th Pass";"46";"1664826";"352800";"No";"RAIMA VALLEY (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Pabin Tripura";"CPI(M)";" 1";"Graduate";"30";"31705";"47500";"No";"RAIMA VALLEY (ST)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Swapna Das Paul";"BJP";"0";"12th Pass";"48";"7622220";"840000";"Yes";"SURMA (SC)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Anjan Das";"CPI(M)";"0";"Post Graduate";"50";"4187250";"0";"No";"SURMA (SC)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Arjun Namasudra";"AITC";"0";"Graduate";"34";"164937";"5240";"No";"SURMA (SC)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Niranjan Das";"IND";" 2";"12th Pass";"40";"62000";"279000";"No";"SURMA (SC)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Pranesh Das";"IND";"0";"5th Pass";"48";"434625";"0";"No";"SURMA (SC)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Shyamal Sarka";"Tipra Motha Party";"0";"12th Pass";"44";"1985424";"0";"No";"SURMA (SC)";"TRIPURA";"DHALAI";"2023";"Tripura";"No Comment"
"Ranjit Das";"BJP";"0";"12th Pass";"59";"2453315";"0";"Yes";"AMARPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Amal Majumd";"Republican Party of India (A)";"0";"8th Pass";"43";"469553";"0";"No";"AMARPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Anil Reang";"IND";"0";"5th Pass";"51";"138000";"0";"No";"AMARPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Ashiram Reang";"Tipra Motha Party";"0";"8th Pass";"36";"232356";"98240";"No";"AMARPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Biplab Kumar Saha";"AITC";"0";"10th Pass";"50";"277684";"0";"No";"AMARPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Parimal Debnath";"CPI(M)";"0";"Graduate";"64";"4794124";"0";"No";"AMARPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Pathan Lal Jamatia";"Tipra Motha Party";"0";"Post Graduate";"41";"1840453";"331812";"Yes";"AMPINAGAR (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Pabitra Mohan Jamatia";"IND";"0";"5th Pass";"63";"131537";"0";"No";"AMPINAGAR (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Parikhit Kala";"CPI(M)";"0";"Graduate";"40";"1679965";"300000";"No";"AMPINAGAR (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Patal Kanya Jamatia";"BJP";" 2";"Post Graduate";"48";"51370";"0";"No";"AMPINAGAR (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Sindhu Chandra Jamatia";"Indigenous Peoples Front of Tripura";"0";"10th Pass";"46";"4691256";"2410933";"No";"AMPINAGAR (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Ram Pada Jamatia";"BJP";"0";"12th Pass";"66";"13663307";"600000";"Yes";"BAGMA (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Naresh Chandra Jamatia";"CPI(M)";"0";"10th Pass";"63";"7201293";"300000";"No";"BAGMA (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Purna Chandra Jamatia";"Tipra Motha Party";"0";"Graduate";"46";"1631716";"0";"No";"BAGMA (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Jitendra Majumder";"BJP";" 1";"Graduate";"69";"6813424";"3500000";"Yes";"KAKRABAN-SHALGARA (SC)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Kshir Mohan Das";"Tipra Motha Party";"0";"12th Pass";"46";"1425661";"0";"No";"KAKRABAN-SHALGARA (SC)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Ratan Kumar Bhowmik";"CPI(M)";"0";"Post Graduate";"62";"19159455";"2431014";"No";"KAKRABAN-SHALGARA (SC)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Uttam Das";"IND";"0";"8th Pass";"55";"200100";"0";"No";"KAKRABAN-SHALGARA (SC)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Sanjoy Manik Tripura";"Tipra Motha Party";" 1";"12th Pass";"44";"1065835";"134366";"Yes";"KARBOOK (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Ashim Kumar Tripura";"BJP";" 1";"Graduate";"30";"454364";"0";"No";"KARBOOK (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Milton Chakma";"AITC";"0";"12th Pass";"42";"56633000";"18145000";"No";"KARBOOK (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Priyamani Debbarma";"CPI(M)";"0";"Graduate";"48";"2141600";"0";"No";"KARBOOK (ST)";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Abhishek Debroy";"BJP";"0";"Graduate Professional";"40";"5624268";"5027395";"Yes";"MATARBARI";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Biralal Noatia";"Tipra Motha Party";"0";"Graduate";"32";"23571";"0";"No";"MATARBARI";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Pranajit Roy";"INC";" 1";"12th Pass";"32";"1704872";"0";"No";"MATARBARI";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Tarmin Udd";"IND";"0";"10th Pass";"36";"130576";"0";"No";"MATARBARI";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Pranajit Singha Roy";"BJP";"0";"Graduate";"62";"73292599";"2104600";"Yes";"RADHAKISHORPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Bibhu Lal Dey";"IND";"0";"10th Pass";"67";"2000";"0";"No";"RADHAKISHORPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Partha Karmaka";"CPI(ML)(L)";"0";"Graduate";"54";"5703989";"0";"No";"RADHAKISHORPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Ratan Debbarma";"IND";"0";"10th Pass";"40";"458119";"0";"No";"RADHAKISHORPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Srikanta Datta";"Revolutionary Socialist Party";"0";"Graduate";"53";"1727745";"72024";"No";"RADHAKISHORPUR";"TRIPURA";"GOMATI";"2023";"Tripura";"No Comment"
"Animesh Debbarma";"Tipra Motha Party";"0";"Graduate Professional";"53";"13110962";"257004";"Yes";"ASHARAMBARI (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Archana Urang";"IND";"0";"Literate";"36";"5000";"0";"No";"ASHARAMBARI (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Dilip Debbarma";"CPI(M)";"0";"12th Pass";"50";"137383";"700000";"No";"ASHARAMBARI (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Jappu Debbarma";"IND";"0";"Graduate";"35";"118419";"0";"No";"ASHARAMBARI (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Jayanti Deb Barma";"Indigenous Peoples Front of Tripura";"0";"12th Pass";"42";"2580210";"0";"No";"ASHARAMBARI (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Pinaki Das Chowdhury";"BJP";"0";"12th Pass";"46";"3652397";"2298800";"Yes";"KALYANPUR-PRAMODNAGAR";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Manihar Debbarma";"Tipra Motha Party";"0";"12th Pass";"52";"761999";"0";"No";"KALYANPUR-PRAMODNAGAR";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Manindra Chandra Das";"CPI(M)";"0";"Graduate";"54";"2224492";"1005175";"No";"KALYANPUR-PRAMODNAGAR";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Nagendra Chandra Shil";"IND";"0";"8th Pass";"59";"1200";"0";"No";"KALYANPUR-PRAMODNAGAR";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Nirmal Biswas";"CPI(M)";"0";"Graduate";"48";"2718448";"2500000";"Yes";"KHOWAI";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Kishore Roy";"IND";"0";"10th Pass";"49";"127760";"20000";"No";"KHOWAI";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Subrata Majumda";"BJP";"0";"12th Pass";"48";"8341529";"0";"No";"KHOWAI";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Bikash Debbarma";"BJP";"0";"10th Pass";"54";"5605529";"867000";"Yes";"KRISHNAPUR (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Atul Debbarma";"IND";"0";"Graduate Professional";"58";"42058345";"8781042";"No";"KRISHNAPUR (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Mahendra Debbarma";"Tipra Motha Party";"0";"12th Pass";"37";"804704";"439797";"No";"KRISHNAPUR (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Swasti Debbarma";"CPI(M)";"0";"8th Pass";"54";"907554";"0";"No";"KRISHNAPUR (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Ranjit Debbarma";"Tipra Motha Party";" 1";"12th Pass";"59";"944009";"0";"Yes";"RAMCHANDRAGHAT (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Prasanta Debbarma";"Indigenous Peoples Front of Tripura";"0";"12th Pass";"47";"4358300";"2458283";"No";"RAMCHANDRAGHAT (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Ranjit Debbarma";"CPI(M)";"0";"Doctorate";"70";"6014246";"0";"No";"RAMCHANDRAGHAT (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Sahajit Debbarma";"IND";"0";"12th Pass";"28";"563018";"125000";"No";"RAMCHANDRAGHAT (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Sanjib Debbarma";"IND";"0";"10th Pass";"54";"80888";"50000";"No";"RAMCHANDRAGHAT (ST)";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Kalyani Saha Roy";"BJP";"0";"Graduate Professional";"55";"28872866";"3339317";"Yes";"TELIAMURA";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Abhijit Sarka";"Tipra Motha Party";"0";"12th Pass";"42";"125745336";"0";"No";"TELIAMURA";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Ashok Kumar Baidya";"INC";"0";"12th Pass";"61";"9428000";"0";"No";"TELIAMURA";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Narayan Debnath";"IND";"0";"8th Pass";"45";"55500";"0";"No";"TELIAMURA";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Rabi Chowdhury";"AITC";"0";"Post Graduate";"47";"7738748";"0";"No";"TELIAMURA";"TRIPURA";"KHOWAI";"2023";"Tripura";"No Comment"
"Jadab Lal Debnath";"BJP";"0";"12th Pass";"55";"7939339";"0";"Yes";"BAGBASSA";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Bijita Nath";"CPI(M)";"0";"Graduate";"55";"3575381";"1704299";"No";"BAGBASSA";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Bimal Nath";"AITC";"0";"Graduate";"54";"7660119";"846361";"No";"BAGBASSA";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Kalpana Sinha";"Tipra Motha Party";"0";"Graduate Professional";"37";"1488000";"150000";"No";"BAGBASSA";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Biswa Bandhu Sen";"BJP";"0";"Graduate";"69";"97317521";"1136767";"Yes";"DHARMANAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Bibash Ranjan Das";"IND";"0";"8th Pass";"58";"6332923";"0";"No";"DHARMANAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Chayan Bhattacharya";"INC";" 1";"8th Pass";"59";"3550533";"30724702";"No";"DHARMANAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Narendu Das";"IND";"0";"Graduate";"45";"1557000";"300000";"No";"DHARMANAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Sanjay Chaudhury";"IND";"0";"Graduate";"58";"17000";"0";"No";"DHARMANAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Saurabh Goswam";"IND";"0";"12th Pass";"42";"3789279";"813560";"No";"DHARMANAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Sailendra Chandra Nath";"CPI(M)";"0";"Graduate";"56";"20004605";"2223101";"Yes";"JUBARAJNAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Malina Debnath";"BJP";"0";"Post Graduate";"47";"1335311";"280740";"No";"JUBARAJNAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Islam Uddin";"CPI(M)";" 2";"Graduate";"49";"1876972";"2236766";"Yes";"KADAMTALA-KURTI";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Abdul Hasim";"AITC";"0";"12th Pass";"39";"11219232";"447000";"No";"KADAMTALA-KURTI";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Dilip Tant";"BJP";"0";"10th Pass";"41";"25132";"0";"No";"KADAMTALA-KURTI";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Gopal Krishna Deb";"IND";"0";"5th Pass";"73";"6300610";"335000";"No";"KADAMTALA-KURTI";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Philip Kumar Reang";"Tipra Motha Party";" 1";"Post Graduate";"38";"2667272";"0";"Yes";"KANCHANPUR (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Bimanjoy Reang";"IND";"0";"8th Pass";"42";"1709296";"0";"No";"KANCHANPUR (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Indrakhela Chakma";"IND";"0";"10th Pass";"41";"228000";"0";"No";"KANCHANPUR (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Prem Kumar Reang";"Indigenous Peoples Front of Tripura";"0";"10th Pass";"49";"4229000";"2340447";"No";"KANCHANPUR (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Rajendra Reang";"CPI(M)";"0";"Graduate";"48";"3596257";"400000";"No";"KANCHANPUR (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Shankar Reang";"Tipraland State Party";"0";"Post Graduate";"32";"115155";"0";"No";"KANCHANPUR (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Binay Bhushan Das";"BJP";"0";"Graduate Professional";"63";"27007729";"3954774";"Yes";"PANISAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Arun Nath";"IND";"0";"Graduate";"51";"5092770";"0";"No";"PANISAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Joy Chuangthang Halam";"Tipra Motha Party";"0";"8th Pass";"53";"81500";"0";"No";"PANISAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Sital Das";"CPI(M)";"0";"Post Graduate";"50";"5309443";"1500000";"No";"PANISAGAR";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Santana Chakma";"BJP";"0";"Post Graduate";"38";"477002";"2194442";"Yes";"PECHARTHAL (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Hollywood Chakma";"Tipra Motha Party";"0";"12th Pass";"37";"52024";"282380";"No";"PECHARTHAL (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Karnadhan Chakma";"IND";"0";"8th Pass";"51";"432000";"0";"No";"PECHARTHAL (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Purnita Chakma";"AITC";"0";"Post Graduate";"43";"7324467";"430080";"No";"PECHARTHAL (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Sadhan Kumar Chakma";"CPI(M)";"0";"Graduate";"51";"1381308";"0";"No";"PECHARTHAL (ST)";"TRIPURA";"NORTH TRIPURA";"2023";"Tripura";"No Comment"
"Sushanta Deb";"BJP";" 2";"12th Pass";"33";"2364289";"5386";"Yes";"BISHALGARH";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Haradhan Deb Nath";"AITC";"0";"Graduate";"46";"120000";"0";"No";"BISHALGARH";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Md. Saha Alam Miah";"Tipra Motha Party";"0";"8th Pass";"40";"18054330";"7100000";"No";"BISHALGARH";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Partha Pratim Majumd";"CPI(M)";" 1";"Graduate Professional";"55";"6339956";"0";"No";"BISHALGARH";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Samsul Haque";"CPI(M)";" 1";"10th Pass";"67";"5869652";"0";"Yes";"BOXANAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Abu Khayer Miah";"Tipra Motha Party";"0";"12th Pass";"40";"4497816";"350000";"No";"BOXANAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Joydal Hossa";"AITC";"0";"10th Pass";"47";"372766";"174000";"No";"BOXANAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Safiqul Islam";"IND";"0";"12th Pass";"57";"6656160";"400000";"No";"BOXANAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Tafajjal Hossa";"BJP";"0";"10th Pass";"49";"460051";"0";"No";"BOXANAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Tafajjal Hossain";"BJP";" 1";"8th Pass";"51";"401782";"0";"Yes";"BOXANAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"BYE ELECTION ON 05-09-2023"
"Md. Selim";"IND";" 1";"Graduate";"34";"6308";"245000";"No";"BOXANAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"BYE ELECTION ON 05-09-2023"
"Mizan Hossa";"CPI(M)";" 1";"8th Pass";"41";"2639555";"0";"No";"BOXANAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"BYE ELECTION ON 05-09-2023"
"Ratan Hos";"IND";"0";"8th Pass";"50";"47358";"0";"No";"BOXANAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"BYE ELECTION ON 05-09-2023"
"Subodh Deb Barma";"Tipra Motha Party";"0";"Post Graduate";"51";"5065456";"0";"Yes";"CHARILAM (ST)";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Ashok Deb Barma";"INC";"0";"Graduate";"72";"34802687";"500000";"No";"CHARILAM (ST)";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Jishnu Dev Varma";"BJP";"0";"Graduate";"64";"155860395";"647101";"No";"CHARILAM (ST)";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Bindu Debnath";"BJP";" 1";"Graduate";"42";"1836223";"119813";"Yes";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"BYE ELECTION ON 05-09-2023"
"Anil Reang";"IND";"0";"8th Pass";"53";"867598";"0";"No";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"BYE ELECTION ON 05-09-2023"
"Bappi Debnath";"IND";"0";"Graduate";"32";"1057481";"192411";"No";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"BYE ELECTION ON 05-09-2023"
"Kaushik Chanda";"CPI(M)";" 3";"12th Pass";"42";"2477875";"50000";"No";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"BYE ELECTION ON 05-09-2023"
"Pratima Bhoumik";"BJP";"0";"Graduate";"53";"7868719";"0";"Yes";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Amiya Dayal Noatia";"Tipra Motha Party";" 2";"10th Pass";"30";"391926";"219599";"No";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Bappi Debnath";"IND";"0";"Graduate";"32";"1327846";"224626";"No";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Habil Mia";"AITC";"0";"8th Pass";"54";"2079951";"119012";"No";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Kaushik Chanda";"CPI(M)";" 2";"12th Pass";"42";"2531942";"50000";"No";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Rakesh Sukla Das";"IND";"0";"Graduate";"26";"224212";"0";"No";"DHANPUR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Manab Debbarma";"Tipra Motha Party";"0";"Others";"42";"17293247";"0";"Yes";"GOLAGHATI (ST)";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Amit Kumar Debbarma";"Republican Party of India (Athawale)";"0";"10th Pass";"29";"152400";"0";"No";"GOLAGHATI (ST)";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Brinda Rani Debbarma";"CPI(M)";"0";"8th Pass";"46";"154194";"0";"No";"GOLAGHATI (ST)";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Himani Debbarma";"BJP";"0";"8th Pass";"50";"77343351";"0";"No";"GOLAGHATI (ST)";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Antara Sarkar Deb";"BJP";"0";"10th Pass";"53";"73647";"0";"Yes";"KAMALASAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Ashis Das";"Tipra Motha Party";"0";"Graduate";"44";"700716";"475776";"No";"KAMALASAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Hiranmay Narayan Debnath";"CPI(M)";"0";"Graduate";"37";"357849";"0";"No";"KAMALASAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
"Sutapa Ghosh";"AITC";"0";"Post Graduate";"48";"25192000";"400000";"No";"KAMALASAGAR";"TRIPURA";"SEPAHIJALA";"2023";"Tripura";"No Comment"
