"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"SUNIL DUTT";"INC";" 1";"Graduate";"74";"204321510";"0";"Yes";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"AARTI MEHTA";"IND";"0";"Graduate";"45";"15600000";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"ANAND RAVINDER SINGH";"IND";"0";"10th Pass";"62";"0";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"DILIPRAO D. PATIL";"BMSM";"0";"10th Pass";"39";"6210000";"28000";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"DUBEY SATYADEV";"IND";"0";"Post Graduate";"69";"3599635";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"ISMAIL MAKWANA";"BSP";"0";"8th Pass";"52";"45000";"526498";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"KHARE JAYAWANT MAHADEV";"LRP";"0";"12th Pass";"48";"755000";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"KRISHNAN K. K.";"IND";"0";"10th Pass";"73";"5419867";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"PATEL SAIRABANO MOHAMMED";"IND";" 1";"Graduate";"38";"60000";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"PERIMAL JOHN BABURAO";"IND";"0";"Literate";"55";"2026000";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"RAJ SINGH";"IND";"0";"10th Pass";"25";"25000";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"RAMCHANDRA NARAYAN KACHAVE";"KKJHS";"0";"Post Graduate";"36";"126000";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"SANJAY NIRUPAM";"SHS";" 1";"Graduate";"39";"5148226";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
"SHEKHAR VAISHNAV";"IND";"0";"Post Graduate";"34";"3456200";"0";"No";"MUMBAI NORTH WEST";"MAHARASHTRA";"2004";"Lok Sabha";"No Comment"
