"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Bharat Kumar Naik";"SUCI(C)";" 2";"12th Pass";"36";"230973";"0";"No";"CHHENDIPADA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Chhabindra Singh Samant";"IND";"0";"Post Graduate";"48";"245796";"0";"No";"CHHENDIPADA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Panchanan Behera";"IND";"0";"Graduate";"48";"94000";"0";"No";"CHHENDIPADA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Sarat Chandra Naik";"BSP";" 1";"Graduate";"43";"145387";"265500";"No";"CHHENDIPADA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Sashmita Behera";"INC";"0";"Post Graduate";"47";"36798918";"15501697";"No";"CHHENDIPADA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Subas Naik";"Ambedkarite Party of India";"0";"Graduate";"30";"259500";"0";"No";"CHHENDIPADA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Mukesh Kumar Pal";"BJD";" 1";"Graduate";"35";"14105500";"1350000";"Yes";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Ashok Mohanty";"BJP";" 8";"Post Graduate";"52";"4133588";"0";"No";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Bijay Kumar Behera";"Ambedkarite Party of India";"0";"Graduate";"48";"2554667";"432000";"No";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Binoda Bihari Boita";"BSP";"0";"12th Pass";"47";"3121600";"0";"No";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Dola Gobinda Mohapatra";"IND";" 1";"Post Graduate";"53";"240000";"95000";"No";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Mina Pradha";"CPI(M)";" 1";"8th Pass";"44";"3550911";"166767";"No";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Nirmala Pradha";"SUCI(C)";"0";"Graduate";"38";"3367467";"0";"No";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Sarojini Sahoo";"IND";"0";"10th Pass";"44";"3737581";"650000";"No";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Subrat Garnayak";"INC";" 2";"Graduate";"39";"15073945";"1970244";"No";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Sundeep Kumar Pradha";"IND";" 2";"Graduate Professional";"38";"21013000";"700000";"No";"PALLAHARA";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Brajakishore Pradhan";"BJD";" 29";"12th Pass";"44";"2001085";"0";"Yes";"TALCHER";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Kalandi Charan Samal";"BJP";" 6";"Graduate";"45";"16327806";"0";"No";"TALCHER";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Kandarp Sahoo";"IND";"0";"8th Pass";"46";"707226";"0";"No";"TALCHER";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Krushna Chandra Naik";"Ambedkarite Party of India";"0";"Graduate Professional";"27";"700";"0";"No";"TALCHER";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Manoj Kumar Pradha";"IND";" 2";"Others";"43";"19643617";"6386490";"No";"TALCHER";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Prahlada Chandra Sahoo";"SUCI(C)";" 3";"12th Pass";"52";"375816";"0";"No";"TALCHER";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Suresh Chandra Behera";"INC";"0";"10th Pass";"51";"27105726";"2091602";"No";"TALCHER";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Uchhan Chandra Pattanayak";"BSP";"0";"Graduate Professional";"58";"448500";"0";"No";"TALCHER";"ODISHA";"ANGUL";"2019";"Odisha";"No Comment"
"Narasingha Mishra";"INC";"0";"Graduate Professional";"78";"51275337";"6822000";"Yes";"BOLANGIR";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Ananta Kumar Dash";"BJP";" 1";"Post Graduate";"47";"2118150";"5606299";"No";"BOLANGIR";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Arkesh Narayan Singh Deo";"BJD";" 1";"Graduate";"33";"153166430";"0";"No";"BOLANGIR";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Ashish Pand";"AAP";"0";"12th Pass";"28";"27000";"0";"No";"BOLANGIR";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Drona Kumbha";"BSP";"0";"8th Pass";"45";"300000";"0";"No";"BOLANGIR";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Dwija Dalpat";"IND";" 2";"Graduate";"64";"6246000";"140000";"No";"BOLANGIR";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Kapila Kumbha";"Proutist Bloc, India";"0";"Graduate";"53";"776104";"0";"No";"BOLANGIR";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Nilakantha Nag";"Ambedkarite Party of India";"0";"12th Pass";"30";"60000";"0";"No";"BOLANGIR";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Santosh Singh Saluja";"INC";" 7";"Graduate";"59";"22443944";"774942";"Yes";"KANTABANJI";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Ajaya Kumar Das";"BJD";" 1";"12th Pass";"53";"16164386";"0";"No";"KANTABANJI";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Champa Nag";"BSP";"0";"Graduate";"31";"251500";"0";"No";"KANTABANJI";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Laxman Bag";"BJP";" 11";"10th Pass";"45";"7684173";"589876";"No";"KANTABANJI";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Maya Bag";"IND";" 1";"10th Pass";"38";"1840203";"0";"No";"KANTABANJI";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Suratha Behera";"IND";"0";"12th Pass";"52";"1945100";"166532";"No";"KANTABANJI";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Mukesh Mahaling";"BJP";"0";"Doctorate";"45";"10218483";"2654526";"Yes";"LOISINGHA";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Balaram Sa";"IND";"0";"12th Pass";"48";"1541177";"530000";"No";"LOISINGHA";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Dr. Bipin Kusulia";"IND";"0";"Doctorate";"50";"1347042";"0";"No";"LOISINGHA";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Jagadish Chandra Bibha";"IND";"0";"Graduate";"54";"221953";"300000";"No";"LOISINGHA";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Lalman Nag";"Ambedkarite Party of India";"0";"8th Pass";"40";"10000";"0";"No";"LOISINGHA";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Manoranjan Kumbha";"IND";"0";"12th Pass";"41";"808800";"350000";"No";"LOISINGHA";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Naba Kishor Naik";"INC";" 1";"Graduate";"47";"2187464";"301000";"No";"LOISINGHA";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Pradeep Kumar Behera";"BJD";"0";"Others";"56";"6329432";"160000";"No";"LOISINGHA";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Saroj Kumar Meher";"BJD";"0";"12th Pass";"40";"314355689";"1067142";"Yes";"PATNAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Kanak Vardhan Singh Deo";"BJP";" 1";"12th Pass";"62";"379590851";"7500000";"No";"PATNAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Laba Suna";"BSP";" 2";"Post Graduate";"50";"401000";"0";"No";"PATNAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Ramesh Kumar Purohit";"INC";" 1";"Graduate Professional";"47";"17666630";"8489327";"No";"PATNAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Tukuni Sahu";"BJD";"0";"Graduate";"44";"45119002";"1619694";"Yes";"TITLAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Ashok Dora";"BJP";" 2";"Graduate";"52";"14741903";"716661";"No";"TITLAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Bibhisan Nag";"BSP";"0";"Graduate Professional";"51";"7019820";"500000";"No";"TITLAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Hifzul Rahma";"IND";"0";"12th Pass";"43";"4349356";"770000";"No";"TITLAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Khemraj Agrawal";"IND";" 1";"12th Pass";"43";"955000";"450000";"No";"TITLAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Madhusudan Barik";"Ambedkarite Party of India";"0";"12th Pass";"0";"50011";"0";"No";"TITLAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Satya Narayan Bohida";"IND";" 1";"10th Pass";"48";"10200";"0";"No";"TITLAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Surendra Sing Bho";"INC";" 2";"12th Pass";"57";"6337349";"2349763";"No";"TITLAGARH";"ODISHA";"BALANGIR";"2019";"Odisha";"No Comment"
"Madan Mohan Dutta";"BJP";" 3";"8th Pass";"61";"300000";"350000";"Yes";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Gajendra Bhuya";"IND";"0";"12th Pass";"44";"400500";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Jiban Pradip Dash";"BJD";" 3";"Graduate Professional";"63";"7932404";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Manas Ranjan Das Pattanaik";"INC";" 1";"Others";"47";"1340823";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Manoj Kumar Nayak";"IND";" 1";"Post Graduate";"58";"2120000";"400000";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Mayadhar Behera";"BSP";"0";"Graduate";"36";"250000";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Munci Abdul Maheraj All";"AITC";"0";"Graduate";"58";"2500000";"2300000";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Prakash Lenka";"UTKAL SAMAJ";"0";"Graduate";"27";"95000";"184000";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Pratap Chandra Mohanty";"Purvanchal Janta Party (Secular)";"0";"Post Graduate";"49";"232540";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Sadhana Das";"Akhil Bharat Hindu Mahasabha";"0";"10th Pass";"31";"1672000";"160000";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Sarbeswar Mishra";"AIFB";"0";"Graduate";"53";"1514000";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Sk. Samirudd";"Pragatishil Samajwadi Party (Lohia)";"0";"5th Pass";"34";"11000";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Swarup Kumar Das";"BJD";"0";"Graduate";"51";"130707639";"4797532";"Yes";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"BYE ELECTION ON 03-11-2020"
"Bhagyauddit Daspattanayak";"IND";"0";"Graduate Professional";"30";"2280000";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"BYE ELECTION ON 03-11-2020"
"Mamata Kundu";"INC";"0";"Graduate Professional";"47";"31747000";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"BYE ELECTION ON 03-11-2020"
"Manas Kumar Dutta";"BJP";" 1";"12th Pass";"29";"1195000";"500000";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"BYE ELECTION ON 03-11-2020"
"Md Numan Kha";"IND";"0";"12th Pass";"50";"11166";"0";"No";"BALASORE";"ODISHA";"BALASORE";"2019";"Odisha";"BYE ELECTION ON 03-11-2020"
"Nityananda Sahoo";"BJD";"0";"10th Pass";"70";"29346566";"445828";"Yes";"BASTA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Bijan Nayak";"INC";"0";"Graduate";"51";"491000";"170233";"No";"BASTA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Laxmidhar G";"AIFB";"0";"Graduate";"53";"140540";"0";"No";"BASTA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Manas Das";"IND";"0";"Post Graduate";"40";"225150";"0";"No";"BASTA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Mrutyunjay Dey";"BSP";"0";"Post Graduate";"58";"505000";"49000";"No";"BASTA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Nandan Pal";"AITC";"0";"12th Pass";"41";"250000";"0";"No";"BASTA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Raghunath Mohanty";"BJP";" 1";"Graduate";"69";"6739083";"417285";"No";"BASTA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Saroj Kumar Roul";"AAP";"0";"Others";"47";"11995564";"0";"No";"BASTA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Ananta Das";"BJD";" 1";"Post Graduate";"78";"38679073";"650000";"Yes";"BHOGRAI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Anshuman Mohanty";"BJP";"0";"Others";"47";"31985000";"10000000";"No";"BHOGRAI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Girish Chandra Parida";"Purvanchal Janta Party (Secular)";"0";"Post Graduate";"40";"3656948";"200000";"No";"BHOGRAI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Nalini Kumar Jena";"BSP";"0";"Others";"57";"4000";"0";"No";"BHOGRAI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Ramhari Su";"IND";"0";"Post Graduate";"61";"451241";"0";"No";"BHOGRAI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Ranjit Kumar Das";"IND";"0";"Post Graduate";"62";"16373959";"4957500";"No";"BHOGRAI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Satya Shiba Das";"INC";" 1";"Post Graduate";"44";"7531815";"748610";"No";"BHOGRAI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Sk Salim All";"AITC";" 1";"12th Pass";"41";"1530000";"0";"No";"BHOGRAI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Aswini Kumar Patra";"BJD";" 3";"Post Graduate";"68";"9333602";"0";"Yes";"JALESWAR";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Deepak Kumar Kapud";"AITC";" 1";"Graduate";"42";"1159038";"30000";"No";"JALESWAR";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Dhruba Charan Nayak";"IND";"0";"10th Pass";"57";"16600";"200000";"No";"JALESWAR";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Jaynarayan Mohanty";"BJP";" 2";"10th Pass";"67";"6057500";"0";"No";"JALESWAR";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Kartick Chandra Ghos";"IND";"0";"Graduate";"55";"1700000";"1000000";"No";"JALESWAR";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Madhu Sudan Das";"IND";" 1";"Graduate";"37";"22433532";"7815524";"No";"JALESWAR";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Pradip Kumar Singha";"Proutist Bloc, India";"0";"12th Pass";"49";"834100";"12500";"No";"JALESWAR";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Santanu Kumar Das";"Samata Kranti Dal";"0";"12th Pass";"48";"728750";"0";"No";"JALESWAR";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Sudarsan Das";"INC";"0";"Post Graduate";"53";"6268088";"59193";"No";"JALESWAR";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Sukanta Kumar Nayak";"BJP";"0";"Graduate Professional";"54";"12668305";"0";"Yes";"NILGIRI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Dr. Kamala Kanta Behera";"Ambedkar National Congress";"0";"Graduate";"39";"1220000";"0";"No";"NILGIRI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Jogananda Dash";"CPI(M)";" 2";"Graduate";"59";"1343977";"640990";"No";"NILGIRI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Manoj Manjari Deb";"INC";"0";"12th Pass";"55";"15636000";"0";"No";"NILGIRI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Praphulla Kumar Sing";"Bahujan Mukti Party";"0";"Not Given";"28";"55100";"0";"No";"NILGIRI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Ragunath Singh";"IND";"0";"Others";"35";"931000";"0";"No";"NILGIRI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Sanjay Kumar Barik";"Purvanchal Janta Party (Secular)";"0";"Post Graduate";"39";"751074";"230000";"No";"NILGIRI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Santosh Khatua";"BJD";" 1";"Post Graduate";"51";"45521891";"20463821";"No";"NILGIRI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Subhashis Das Mohapatra";"IND";"0";"Graduate Professional";"42";"112051";"0";"No";"NILGIRI";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Sudhansu Sekhar Parida";"BJD";"0";"Graduate";"42";"20189000";"4841000";"Yes";"REMUNA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Bidhan Chandra Jena";"AITC";"0";"Graduate";"46";"21200000";"520000";"No";"REMUNA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Bitendra Das";"IND";"0";"Graduate";"42";"238045";"0";"No";"REMUNA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Gayatri Mallik";"IND";"0";"Graduate";"43";"4932068";"0";"No";"REMUNA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Pratap Kumar Seth";"INC";"0";"10th Pass";"45";"1711880";"560645";"No";"REMUNA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Santosh Kumar Seth";"Akhil Bharat Hindu Mahasabha";"0";"Graduate";"46";"15060000";"0";"No";"REMUNA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Jyoti Prakash Panigrahi";"BJD";" 1";"Graduate";"49";"9372624";"2198191";"Yes";"SIMULIA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Ananta Prasad Seth";"INC";"0";"Graduate";"71";"18314500";"722170";"No";"SIMULIA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Gangadhar Das";"Purvanchal Janta Party (Secular)";"0";"Graduate Professional";"36";"4069592";"1326398";"No";"SIMULIA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Padmalochan Panda";"BJP";" 5";"Post Graduate";"65";"26506000";"0";"No";"SIMULIA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Pruthwiraj Das";"BSP";"0";"12th Pass";"37";"772500";"0";"No";"SIMULIA";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Parshu Ram Dhada";"BJD";" 1";"12th Pass";"47";"20922642";"4056285";"Yes";"SORO";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Hrushikesh Majh";"IND";"0";"Others";"69";"1184000";"373000";"No";"SORO";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Madhabananda Malik";"BSP";"0";"Graduate";"65";"9821448";"2054119";"No";"SORO";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Rakesh Kumar Malik";"BJP";" 3";"12th Pass";"43";"898001";"38403";"No";"SORO";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Surendra Prasad Pramanik";"INC";" 3";"Graduate";"69";"13488910";"1200000";"No";"SORO";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Umesh Chandra Seth";"Purvanchal Janta Party (Secular)";"0";"Graduate Professional";"42";"306271";"0";"No";"SORO";"ODISHA";"BALASORE";"2019";"Odisha";"No Comment"
"Snehangini Chhuria";"BJD";" 1";"Post Graduate";"50";"17893913";"3282081";"Yes";"ATTABIRA";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Laxman Kumar Bho";"Paschimanchal Vikas Party";"0";"Graduate";"51";"10551700";"0";"No";"ATTABIRA";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Milan Seth";"BJP";"0";"Graduate";"46";"715447";"0";"No";"ATTABIRA";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Nihar Ranjan Mahanand";"INC";" 10";"Graduate";"42";"2684488";"175000";"No";"ATTABIRA";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Rabindra Megha";"BSP";"0";"Post Graduate";"58";"123245";"0";"No";"ATTABIRA";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Debesh Acharya";"BJD";" 2";"Graduate Professional";"46";"30228327";"5717447";"Yes";"BARGARH";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Ashwini Kumar Sarang";"BJP";"0";"Post Graduate";"47";"4625192";"321621";"No";"BARGARH";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Kaustuva Budhia";"BSP";"0";"Graduate Professional";"63";"3039049";"0";"No";"BARGARH";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Nipon Kumar Dash";"INC";" 1";"Graduate Professional";"41";"24691848";"0";"No";"BARGARH";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Susanta Singh";"BJD";" 3";"12th Pass";"46";"5839248";"0";"Yes";"BHATLI";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Dhana Pati Sahu";"Samata Kranti Dal";"0";"5th Pass";"53";"100000";"0";"No";"BHATLI";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Irasis Acharya";"BJP";" 2";"Post Graduate";"34";"19045748";"4965156";"No";"BHATLI";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Narayan Vesra";"BSP";"0";"10th Pass";"39";"8044";"0";"No";"BHATLI";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Saroj Kumar Mahapatra";"INC";"0";"10th Pass";"49";"23200503";"800000";"No";"BHATLI";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Naveen Patnaik";"BJD";"0";"Graduate";"72";"638731815";"1500000";"Yes";"BIJEPUR";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Ashok Kalet";"BSP";" 1";"12th Pass";"54";"1172134";"70000";"No";"BIJEPUR";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Birendra Kumar Bag";"IND";"0";"Doctorate";"39";"122000";"18000";"No";"BIJEPUR";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Purna Chandra Panda";"IND";" 2";"5th Pass";"41";"1877375";"73000";"No";"BIJEPUR";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Ripunath Seth";"INC";" 1";"Graduate Professional";"63";"11753734";"1313700";"No";"BIJEPUR";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Sanat Kumar Gartia";"BJP";"0";"12th Pass";"53";"27070337";"155051";"No";"BIJEPUR";"ODISHA";"BARGARH";"2019";"Odisha";"No Comment"
"Rita Sahu";"BJD";"0";"10th Pass";"48";"9606348";"0";"Yes";"BIJEPUR";"ODISHA";"BARGARH";"2019";"Odisha";"BYE ELECTION ON 21-10-2019"
"Ashok Kumar Mittal";"Akhil Bharat Hindu Mahasabha";"0";"10th Pass";"58";"2405000";"0";"No";"BIJEPUR";"ODISHA";"BARGARH";"2019";"Odisha";"BYE ELECTION ON 21-10-2019"
