"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Salimuddin Ansa";"Jharkhand Mukti Morcha (Ulgulan)";" 1";"10th Pass";"53";"961000";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Sameer Kumar Das";"BSP";"0";"Graduate";"44";"10765000";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Subodh Mahto";"IND";"0";"8th Pass";"36";"4504182";"25000";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Teko Mahto";"Amra Bangalee";"0";"10th Pass";"69";"1607074";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Umesh Rawa";"LJP";"0";"8th Pass";"50";"3262300";"5800000";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Yogeshwar Mahto";"BJP";"0";"10th Pass";"64";"19646459";"25270";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Ajay Renja";"IND";" 1";"12th Pass";"34";"1128627";"923169";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Baidya Nath Mahto";"CPI";"0";"Graduate";"64";"1795183";"110000";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Baijnath Gora";"Peoples Party of India (Democratic)";" 1";"Graduate";"45";"3891000";"400000";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Dinesh Kumar Munda";"IND";"0";"12th Pass";"38";"1092500";"20000";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Dwarka Prasad Lala";"IND";" 1";"10th Pass";"69";"7663839";"741300";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Kailash Chandra Mahto";"IND";"0";"10th Pass";"62";"525000";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Kaleshwar Ravidas";"RPI(A)";"0";"10th Pass";"33";"123000";"25000";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Khirodhar Kisku";"IND";" 1";"12th Pass";"30";"5447500";"45000";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Lal Chand Mahto";"BSP";"0";"12th Pass";"65";"13729927";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Pankaj Prasad";"Rashtriya Jansangharsh Swaraj Party";"0";"Graduate";"40";"326000";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Sameer Kumar Das";"IND";"0";"Graduate";"46";"10765000";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Shankar Ghas";"Marxist Co-Ordination";"0";"8th Pass";"46";"222000";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Sujit Kumar Barnwal";"Right to Recall Party";"0";"Post Graduate";"30";"124684";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Sunita Tudu";"IND";"0";"Post Graduate";"35";"17687315";"1100000";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Yogeshwar Mahto (Batul)";"BJP";"0";"10th Pass";"65";"19457303";"0";"No";"BERMO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"BYE ELECTION ON 03-11-2020"
"Biranchi Narayan";"BJP";" 2";"Others";"48";"20140834";"74323";"Yes";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Ashok Choudhary";"JD(S)";" 2";"12th Pass";"55";"9587056";"3701025";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Falguni Bhattacharya";"AITC";" 1";"12th Pass";"37";"11580074";"150000";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Hamid Hasa";"Ambedkarite Party of India";"0";"12th Pass";"42";"674943";"500000";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Harendra Nath";"AAP";"0";"Post Graduate";"63";"19381966";"3505251";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Jayanti Kuma";"IND";"0";"8th Pass";"38";"282000";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Krishna Kumar Kaushal";"Peoples Party of India (Democratic)";"0";"Post Graduate";"44";"625000";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Lalita Dev";"IND";"0";"10th Pass";"28";"86337";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Madhu Sudan Singh";"IND";"0";"10th Pass";"63";"7402000";"1000000";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Mahadeo Sharma";"IND";" 2";"12th Pass";"25";"166864";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Manoj Kumar Singh";"SUCI(C)";"0";"Graduate Professional";"44";"436821";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Masakur Alam Siddik";"All India Majlis-E-Ittehadul Muslimeen";" 2";"Graduate";"42";"2915292";"1273750";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Nawal Kumar Sharma";"IND";" 1";"Post Graduate";"36";"3172445";"302566";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Nitay Dutta";"IND";"0";"8th Pass";"54";"360000";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Niwaran Prasad Mahto";"Hindustani Awam Morcha (Secular)";"0";"12th Pass";"46";"950000";"49653";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Pradip Burma";"IND";"0";"12th Pass";"44";"3630000";"60000";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Prakash Kuma";"JVM(P)";"0";"Doctorate";"37";"20585725";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Rajendra Mahato";"AJSU Party";" 3";"12th Pass";"62";"50287244";"32960";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Rajesh Kuma";"IND";"0";"Graduate";"39";"4643459";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Rama Kant Verma";"Swaraj India";"0";"8th Pass";"69";"2025753";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Renu Sharma";"IND";"0";"12th Pass";"48";"63961777";"1917915";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Sanjay Kuma";"IND";" 1";"12th Pass";"43";"5229301";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Shweta Singh";"INC";"0";"Graduate";"35";"2770000";"812833";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Sunil Kuma";"Janata Party";"0";"12th Pass";"51";"4594500";"1200000";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Uma Kuma";"IND";"0";"Graduate Professional";"27";"10370000";"0";"No";"BOKARO";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Amar Kumar Bauri";"BJP";"0";"Post Graduate";"41";"8941038";"207000";"Yes";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Anil Bau";"SUCI(C)";"0";"10th Pass";"49";"408462";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Bholanath Bau";"IND";"0";"12th Pass";"36";"167698";"120000";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Bijay Kumar Rajwa";"JMM";"0";"Graduate Professional";"31";"4276141";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Ganesh Kumar Das";"IND";"0";"12th Pass";"41";"183647";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Harendra Kuma";"Ambedkarite Party of India";"0";"10th Pass";"27";"120000";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Jageshwer Prasad Hazra";"AIFB";"0";"Literate";"51";"3489700";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Kiriti Bhushan Das";"Amra Bangalee";"0";"12th Pass";"69";"670000";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Lal Mohan Rajwa";"Marxist Co-Ordination";" 1";"Graduate";"41";"343687";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Prakash Das";"Peoples Party of India (Democratic)";"0";"10th Pass";"34";"242500";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Raj Kumar Ram";"AITC";"0";"Literate";"26";"176500";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Rampad Ravidas";"Jharkhand Party";"0";"Graduate";"43";"857000";"500000";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Rohit Kumar Das";"JVM(P)";"0";"Graduate Professional";"25";"610000";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Samir Kumar Das";"BSP";"0";"Graduate";"44";"10765000";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Uma Kant Rajak";"AJSU Party";" 1";"10th Pass";"54";"9076000";"0";"No";"CHANDANKIYARI (SC)";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Lambodar Mahto";"AJSU Party";"0";"Doctorate";"53";"19458105";"0";"Yes";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Ajay Renja";"BSP";" 1";"12th Pass";"32";"1171140";"923169";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Ashraf Hussa";"IUML";"0";"12th Pass";"37";"51027000";"12200000";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Babita Dev";"JMM";"0";"5th Pass";"41";"12255009";"1393667";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Devishwar Manjh";"Jharkhand Mukti Morcha (Ulgulan)";"0";"10th Pass";"61";"8589000";"0";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Dinesh Kumar Munda";"IND";"0";"12th Pass";"37";"1792500";"8000";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Gautam Tiwa";"JVM(P)";"0";"Graduate";"39";"22122000";"4788000";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Gulam Rabba";"IND";"0";"5th Pass";"50";"4030631";"0";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Hari Saw";"IND";"0";"Literate";"60";"51000";"0";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Lakshman Kumar Nayak";"BJP";" 2";"Graduate";"42";"17919233";"1102";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Madhav Lal Singh";"IND";" 1";"8th Pass";"66";"4106239";"333086";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Manoj Kumar Mahto";"Peoples Party of India (Democratic)";"0";"Graduate";"38";"84000";"0";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Nikhil Kumar So";"IND";"0";"12th Pass";"27";"1166248";"0";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Pankaj Kumar Pandey";"LJP";"0";"12th Pass";"31";"532500";"100000";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Umesh Mahto";"JD(U)";" 5";"Literate";"39";"1100200";"0";"No";"GOMIA";"JHARKHAND";"BOKARO";"2019";"Jharkhand";"No Comment"
"Satyanand Bhokta";"RJD";" 1";"10th Pass";"48";"7758100";"5200000";"Yes";"CHATRA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Goutam Ravidas";"BSP";"0";"12th Pass";"26";"400000";"0";"No";"CHATRA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Janardan Paswa";"BJP";" 2";"Graduate";"52";"20067832";"3518711";"No";"CHATRA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Kauleshwar Kumar Bhokta";"Nagrik Adhikar Party";"0";"10th Pass";"28";"5360801";"0";"No";"CHATRA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Kedar Bhuiya";"JD(U)";"0";"Literate";"36";"566500";"60000";"No";"CHATRA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Krishna Ravidas";"IND";"0";"12th Pass";"34";"11843000";"0";"No";"CHATRA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Naresh Ram Bhart";"CPI(M)";"0";"10th Pass";"64";"876000";"0";"No";"CHATRA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Sandeep Kuma";"Rashtriya Jansambhavna Party";"0";"Graduate";"25";"956000";"0";"No";"CHATRA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Tileshwar Ram";"JVM(P)";"0";"12th Pass";"41";"9213240";"1260000";"No";"CHATRA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Kishun Kumar Das";"BJP";" 1";"Graduate";"49";"34291803";"0";"Yes";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Anand Kumar Bhart";"Jharkhand Party";"0";"12th Pass";"27";"422000";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Baleshwar Ram";"IND";"0";"Doctorate";"60";"5033443";"1600000";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Binod Bihari Paswa";"CPI";" 3";"Graduate";"40";"7235000";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Chhotan Kuma";"Peoples Party of India (Democratic)";"0";"10th Pass";"28";"385500";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Hardip Kumar Ram";"RPI(A)";"0";"Graduate";"33";"1707800";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Jitendra Kuma";"BSP";"0";"Graduate Professional";"29";"200000";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Kamlesh Ganjhu";"IND";"0";"10th Pass";"35";"140000";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Kamlesh Kuma";"IND";"0";"Graduate";"26";"900000";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Kheman Ram";"Ambedkarite Party of India";"0";"Literate";"52";"3950600";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Manoj Kumar Chandra";"AJSU Party";" 2";"Post Graduate";"40";"9629714";"2330600";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Naresh Bhuiya";"Nagrik Adhikar Party";"0";"8th Pass";"38";"1016400";"25000";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Niraj Kumar Niraj";"IND";"0";"Graduate";"36";"2882000";"500000";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Ramadev Singh Bhogta";"JVM(P)";"0";"Graduate";"41";"24288024";"5801880";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Ramanand Das";"Bhartiya Sarvodaya Party";"0";"Graduate";"50";"2790000";"65000";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Shanker Rajak";"SP";"0";"12th Pass";"49";"401000";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Vikash Kuma";"IND";"0";"Graduate";"31";"799118";"0";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Yogendra Nath Baitha";"INC";"0";"Post Graduate";"55";"2968487";"1000000";"No";"SIMARIA (SC)";"JHARKHAND";"CHATRA";"2019";"Jharkhand";"No Comment"
"Narayan Das";"BJP";" 1";"12th Pass";"53";"9942657";"719789";"Yes";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Bajrangi Mahtha";"LJP";" 11";"12th Pass";"34";"2790450";"310585";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Basant Kumar Anand";"Bahujan Mukti Party";"0";"Graduate";"46";"0";"0";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Chandrashekhar Rajak";"BSP";"0";"10th Pass";"33";"6254000";"235000";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Gonda Lal Das";"IND";" 1";"10th Pass";"48";"1070000";"0";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Govind Das";"JD(U)";"0";"Graduate Professional";"48";"11772000";"3000000";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Mahesh Kumar Suma";"Bhartiya Dalit Party";" 1";"Post Graduate";"56";"416400";"0";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Nakul Das";"AIFB";"0";"8th Pass";"59";"2787500";"0";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Nirmala Bhart";"JVM(P)";" 4";"Post Graduate";"38";"7137656";"0";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Santosh Paswa";"AJSU Party";" 12";"Graduate";"46";"35160023";"4063192";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Shambhu Tu";"CPI(ML)(L)";"0";"12th Pass";"27";"571093";"0";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Suresh Paswa";"RJD";" 4";"8th Pass";"54";"78401728";"1682667";"No";"DEOGHAR (SC)";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Haji Hussain Ansari";"JMM";"0";"12th Pass";"70";"74206075";"0";"Yes";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Budhdev Murmu";"IND";" 1";"Literate";"52";"434000";"0";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Ganga Narayan Ray";"AJSU Party";" 2";"8th Pass";"40";"134097104";"10785789";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Hare Krishna Ray";"AITC";"0";"Graduate Professional";"54";"415500";"0";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Md. Ikbal";"All India Majlis-E-Ittehadul Muslimeen";" 1";"Literate";"45";"33031284";"4993687";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Panchu Rawa";"SP";"0";"10th Pass";"38";"1696810";"0";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Pulis Mandal";"Baliraja Party";"0";"5th Pass";"64";"2304767";"160000";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Raghupti Pandit";"Marxist Co-Ordination";" 1";"8th Pass";"41";"746948";"24562";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Raj Paliwa";"BJP";"0";"Graduate";"51";"79669194";"1909186";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Sahim Kha";"JVM(P)";" 5";"10th Pass";"52";"45169645";"3039668";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Sahud Mia";"Hindustani Awam Morcha (Secular)";" 1";"Literate";"48";"575000";"18000";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Sanjay Kumar Singh";"BSP";"0";"Graduate";"50";"15115000";"850000";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Vijay Raj Solank";"Bharat Lok Sewak Party";"0";"12th Pass";"34";"3985000";"15000";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Hafizul Hassan";"JMM";" 2";"Others";"46";"19098193";"4824543";"Yes";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"BYE ELECTION ON 17-04-2021"
"Ashok Kumar Thaku";"IND";" 2";"10th Pass";"55";"14699671";"8527488";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"BYE ELECTION ON 17-04-2021"
"Ganga Narayan Singh";"BJP";" 2";"8th Pass";"42";"134569886";"10765789";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"BYE ELECTION ON 17-04-2021"
"Kishan Kumar Bathwal";"IND";"0";"12th Pass";"44";"4331000";"0";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"BYE ELECTION ON 17-04-2021"
"Rajendra Kuma";"IND";"0";"Graduate";"36";"1820000";"800000";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"BYE ELECTION ON 17-04-2021"
"Uttam Kumar Yadav";"IND";" 7";"Graduate";"30";"1681530";"70000";"No";"MADHUPUR";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"BYE ELECTION ON 17-04-2021"
"Randhir Kumar Singh";"BJP";" 3";"10th Pass";"45";"50651958";"1918689";"Yes";"SARATH";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Ashok Kumar Mandal";"IND";"0";"Graduate Professional";"36";"2921464";"0";"No";"SARATH";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Binod Thaku";"SP";"0";"Graduate";"43";"319421";"71216";"No";"SARATH";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Firoj Miya";"AJSU Party";"0";"Literate";"40";"1906000";"200000";"No";"SARATH";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
"Girish Kumar Mish";"IND";"0";"Graduate";"46";"1188000";"0";"No";"SARATH";"JHARKHAND";"DEOGHAR";"2019";"Jharkhand";"No Comment"
