"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"Bikash Chowdhury";"CPM";"0";"Not Given";"69";"2912206";"0";"Yes";"Asansol";"WEST BENGAL";"2004";"Lok Sabha";"No Comment"
"Atanu Chakravarty";"CPI(ML)(L)";"0";"Graduate";"46";"148200";"0";"No";"Asansol";"WEST BENGAL";"2004";"Lok Sabha";"No Comment"
"Ghatak Moloy";"AITC";" 2";"Graduate Professional";"48";"3635579";"92594";"No";"Asansol";"WEST BENGAL";"2004";"Lok Sabha";"No Comment"
"Manik Lal Bau";"BSP";"0";"10th Pass";"63";"307000";"0";"No";"Asansol";"WEST BENGAL";"2004";"Lok Sabha";"No Comment"
"Pratap Singh";"SP";" 2";"10th Pass";"44";"181000";"132530";"No";"Asansol";"WEST BENGAL";"2004";"Lok Sabha";"No Comment"
"Sailendra Nath Bhattacharyya";"IND";"0";"Graduate";"47";"0";"0";"No";"Asansol";"WEST BENGAL";"2004";"Lok Sabha";"No Comment"
"Sunil Mukherj";"IND";"0";"10th Pass";"69";"0";"0";"No";"Asansol";"WEST BENGAL";"2004";"Lok Sabha";"No Comment"
"Tapas Banerj";"INC";"0";"Others";"50";"947476";"138388";"No";"Asansol";"WEST BENGAL";"2004";"Lok Sabha";"No Comment"
