"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"B. Bangtick Phom";"IND";"0";"10th Pass";"62";"17208690";"0";"Yes";"TAMLU (ST)";"NAGALAND";"LONGLENG";"2023";"Nagaland";"No Comment"
"B.S. Nganlang Phom";"NDPP";"0";"Graduate";"52";"152790578";"0";"No";"TAMLU (ST)";"NAGALAND";"LONGLENG";"2023";"Nagaland";"No Comment"
"H Nyemli Phom";"Republican Party of India (Athawale)";"0";"12th Pass";"70";"9987956";"0";"No";"TAMLU (ST)";"NAGALAND";"LONGLENG";"2023";"Nagaland";"No Comment"
"Temjen Imna Along";"BJP";"0";"12th Pass";"42";"100603879";"0";"Yes";"ALONGTAKI (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"J. Lanu Longcha";"JD(U)";"0";"Graduate Professional";"59";"48383000";"7142809";"No";"ALONGTAKI (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Tongpang Ozukum";"NDPP";"0";"Graduate";"42";"24218354";"0";"Yes";"ANGETYONGPANG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Er K Wat";"IND";"0";"Graduate Professional";"54";"1880351";"1909905";"No";"ANGETYONGPANG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"S Maongkaba Ozukum";"NPP";"0";"Graduate Professional";"47";"18563789";"772614";"No";"ANGETYONGPANG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Sharingain Longkumer";"NDPP";"0";"Graduate Professional";"42";"102969161";"698951";"Yes";"AONGLENDEN";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Toshipokba";"INC";"0";"Graduate";"62";"45121304";"4860000";"No";"AONGLENDEN";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Nuklutoshi";"NPP";"0";"Graduate";"56";"10261895";"1021438";"Yes";"ARKAKONG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Imnatiba";"NDPP";"0";"Post Graduate";"43";"34210516";"0";"No";"ARKAKONG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"T N Mannen";"NDPP";"0";"Post Graduate";"73";"154202035";"0";"Yes";"IMPUR (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Bendangkokba";"INC";"0";"Graduate";"63";"10032285";"0";"No";"IMPUR (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Temjenmenba";"NDPP";"0";"Post Graduate";"49";"17458000";"2773326";"Yes";"JANGPETKONG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Imjongwati Longkum";"NPF";"0";"Post Graduate";"48";"10219992";"0";"No";"JANGPETKONG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Longrinek";"Lok Janshakti Party(Ram Vilas)";"0";"Graduate Professional";"55";"15528393";"5900000";"No";"JANGPETKONG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Imkong L. Imchen";"BJP";"0";"Post Graduate";"72";"24661228";"0";"Yes";"KORIDANG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"I. Talitsuba Imch";"IND";"0";"Graduate";"57";"13976991";"3911068";"No";"KORIDANG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Maj. Toshikaba (Retd)";"NPF";"0";"Graduate";"42";"5919618";"0";"No";"KORIDANG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"T. Chalukumba Ao";"JD(U)";"0";"Graduate";"63";"6754058";"0";"No";"KORIDANG (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Metsubo Jamir";"NDPP";"0";"Graduate";"63";"83462569";"0";"Yes";"MOKOKCHUNG TOWN";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Alem Jongsh";"INC";"0";"Post Graduate";"65";"10736500";"0";"No";"MOKOKCHUNG TOWN";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Imkongmar";"NDPP";"0";"Graduate";"47";"28865502";"0";"Yes";"MONGOYA";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Moasangba Jam";"NPF";"0";"10th Pass";"59";"13304601";"1999008";"No";"MONGOYA";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"S Supongmeren Jam";"INC";"0";"Graduate Professional";"59";"2015000";"0";"No";"MONGOYA";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"A. Pangjung Jamir";"BJP";" 1";"Graduate";"56";"41357965";"0";"Yes";"TULI (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"Amenba Yad";"NCP";"0";"12th Pass";"70";"106401418";"6947000";"No";"TULI (ST)";"NAGALAND";"MOKOKCHUNG";"2023";"Nagaland";"No Comment"
"C. Manpon Konyak";"IND";"0";"Post Graduate";"42";"1426429";"0";"Yes";"ABOI (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"E. Eshak Konyak";"NDPP";"0";"10th Pass";"58";"5572688";"0";"No";"ABOI (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"angka Konyak";"Republican Party of India (Athawale)";"0";"Post Graduate";"39";"206645";"0";"No";"ABOI (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"A Nyamnyei Konyak";"NPP";"0";"8th Pass";"68";"59829837";"0";"Yes";"MOKA (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"D Yongnyak Konyak";"NPF";"0";"Literate";"54";"10264156";"0";"No";"MOKA (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Ee Pangteang";"NDPP";"0";"12th Pass";"69";"8474119";"0";"No";"MOKA (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Y Mankhao Konyak";"NCP";"0";"Graduate";"42";"1363672";"0";"Yes";"MON TOWN (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Er. Cheong Konyak";"BJP";"0";"Graduate Professional";"52";"297717";"0";"No";"MON TOWN (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"K Konngam Konyak";"BJP";"0";"8th Pass";"67";"117392242";"0";"Yes";"PHOMCHING (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"H Chingsak Konyak";"NPF";"0";"Others";"43";"25000";"0";"No";"PHOMCHING (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Pohwang Konyak";"NCP";"0";"8th Pass";"81";"755000";"0";"No";"PHOMCHING (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"T Ngampai Konyak";"INC";"0";"Graduate";"42";"5251";"0";"No";"PHOMCHING (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Noke Wangnao";"NDPP";"0";"10th Pass";"86";"54419906";"0";"Yes";"TAPI (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"A Epha";"NPP";"0";"Graduate";"29";"147239";"0";"No";"TAPI (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Geihwang Konyak";"JD(U)";"0";"Graduate";"30";"204692";"0";"No";"TAPI (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"anglem Konyak";"NPF";"0";"Graduate";"41";"660000";"0";"No";"TAPI (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"angpang Konyak";"NDPP";"0";"Post Graduate";"39";"11609718";"0";"Yes";"TAPI (ST)";"NAGALAND";"MON";"2023";"Nagaland";"BYE ELECTION ON 07-11-2023"
"anglem Konyak";"INC";"0";"Graduate";"42";"972077";"0";"No";"TAPI (ST)";"NAGALAND";"MON";"2023";"Nagaland";"BYE ELECTION ON 07-11-2023"
"C.L John";"NDPP";"0";"8th Pass";"57";"53509368";"0";"Yes";"TEHOK (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Chingkai Konyak";"Lok Janshakti Party(Ram Vilas)";"0";"12th Pass";"39";"58000";"0";"No";"TEHOK (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Dr. Chingo Walim";"IND";"0";"Graduate Professional";"43";"50000";"0";"No";"TEHOK (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Er. C Kawang Konyak";"NPF";"0";"Graduate Professional";"58";"13450330";"0";"No";"TEHOK (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"M M Throma Konyak";"CPI";"0";"Graduate";"43";"1379510";"0";"No";"TEHOK (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Shaboh Konyak";"INC";"0";"8th Pass";"54";"2446935";"849540";"No";"TEHOK (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"P. Paiwang Konyak";"BJP";"0";"Graduate";"45";"6784053";"0";"Yes";"TIZIT (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"T. Thomas Konyak";"INC";" 1";"Graduate Professional";"26";"1119751";"861869";"No";"TIZIT (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Tahwang Angh";"NPF";"0";"8th Pass";"38";"7999094";"0";"No";"TIZIT (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Naiba Konyak";"Lok Janshakti Party(Ram Vilas)";"0";"Graduate";"59";"7880000";"0";"Yes";"TOBU (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"N. Bongkhao Konyak";"NDPP";"0";"Post Graduate";"46";"11358000";"0";"No";"TOBU (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
" Chingang Konyak";"NDPP";"0";"Graduate";"60";"50674818";"0";"Yes";"WAKCHING (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"M Honang Jess";"NPP";"0";"12th Pass";"40";"1400000";"0";"No";"WAKCHING (ST)";"NAGALAND";"MON";"2023";"Nagaland";"No Comment"
"Taditui Rangkau Zeliang";"NDPP";"0";"12th Pass";"70";"71252021";"0";"Yes";"PEREN (ST)";"NAGALAND";"PEREN";"2023";"Nagaland";"No Comment"
"K. Kengim Kulimb";"IND";"0";"Graduate";"56";"1800000";"0";"No";"PEREN (ST)";"NAGALAND";"PEREN";"2023";"Nagaland";"No Comment"
"Kingudi Joseph";"NPF";"0";"12th Pass";"48";"6991049";"1700000";"No";"PEREN (ST)";"NAGALAND";"PEREN";"2023";"Nagaland";"No Comment"
"Namri Nchang";"NCP";"0";"Graduate";"56";"22078098";"0";"Yes";"TENNING (ST)";"NAGALAND";"PEREN";"2023";"Nagaland";"No Comment"
"Dr. Tumda Newm";"IND";"0";"Graduate Professional";"50";"5402251";"0";"No";"TENNING (ST)";"NAGALAND";"PEREN";"2023";"Nagaland";"No Comment"
"Henry Zeliang";"NPF";"0";"Graduate";"63";"20891380";"0";"No";"TENNING (ST)";"NAGALAND";"PEREN";"2023";"Nagaland";"No Comment"
"Rosy Thomso";"INC";"0";"Graduate";"58";"1634000";"0";"No";"TENNING (ST)";"NAGALAND";"PEREN";"2023";"Nagaland";"No Comment"
"Tarie Zeliang";"NDPP";"0";"10th Pass";"60";"10260758";"0";"No";"TENNING (ST)";"NAGALAND";"PEREN";"2023";"Nagaland";"No Comment"
"Zandi Domta";"NPP";"0";"Graduate";"60";"2800000";"0";"No";"TENNING (ST)";"NAGALAND";"PEREN";"2023";"Nagaland";"No Comment"
"Kudecho Khamo";"NDPP";"0";"Post Graduate";"47";"18373854";"0";"Yes";"CHAZOUBA (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Dr. Chotisuh Sazo";"Lok Janshakti Party(Ram Vilas)";"0";"Doctorate";"61";"74174079";"0";"No";"CHAZOUBA (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Soveny";"NPF";"0";"12th Pass";"62";"18552063";"0";"No";"CHAZOUBA (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Thepuphi Kapuh";"IND";"0";"Post Graduate";"50";"4237899";"0";"No";"CHAZOUBA (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Veprasa Nyekha";"NPP";"0";"Graduate Professional";"67";"28700772";"0";"No";"CHAZOUBA (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"K. G Kenye";"NDPP";"0";"12th Pass";"62";"40007138";"0";"Yes";"CHIZAMI (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Kevechutso Doulo";"Lok Janshakti Party(Ram Vilas)";"0";"12th Pass";"53";"40400000";"0";"No";"CHIZAMI (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Kezhienyi Khalo";"NPF";"0";"12th Pass";"64";"23760961";"0";"No";"CHIZAMI (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Vevoyi Wideo";"NPP";"0";"Post Graduate";"41";"8734892";"0";"No";"CHIZAMI (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Z.Nyusietho Nyuthe";"NDPP";"0";"Post Graduate";"57";"13154458";"0";"Yes";"MELURI (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Hopeson Snock";"RJD";"0";"10th Pass";"48";"11026210";"0";"No";"MELURI (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"S.Akho Ley";"NPF";"0";"Graduate";"61";"4555000";"0";"No";"MELURI (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Yitachu";"Lok Janshakti Party(Ram Vilas)";"0";"Graduate Professional";"56";"186966366";"0";"No";"MELURI (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Dr.Neisatuo Mero";"IND";"0";"Graduate Professional";"49";"25341405";"5298415";"Yes";"PFUTSERO (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Neiba Kronu";"NDPP";" 1";"12th Pass";"55";"140500856";"0";"No";"PFUTSERO (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Vivolie Kezo";"NPF";"0";"Post Graduate";"48";"46802164";"0";"No";"PFUTSERO (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Kuzholuzo Nienu";"NPF";"0";"12th Pass";"57";"75849260";"3000000";"Yes";"PHEK (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Kupota Khesoh";"NDPP";"0";"Graduate";"63";"3787014";"176729";"No";"PHEK (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Zacilhu Ringa Vadeo";"INC";"0";"Graduate Professional";"71";"15128374";"1010000";"No";"PHEK (ST)";"NAGALAND";"PHEK";"2023";"Nagaland";"No Comment"
"Dr Sukhato A Sema";"Lok Janshakti Party(Ram Vilas)";"0";"Post Graduate";"65";"1601631490";"0";"Yes";"PUGHOBOTO (ST)";"NAGALAND";"PUGHOBOTO";"2023";"Nagaland";"No Comment"
"Y. Vikheho Swu";"NDPP";"0";"Graduate";"57";"113080371";"13250692";"No";"PUGHOBOTO (ST)";"NAGALAND";"PUGHOBOTO";"2023";"Nagaland";"No Comment"
"Sethronkyu";"BJP";"0";"Graduate";"45";"11179898";"0";"Yes";"LONGKHIM CHARE (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"Muthingnyuba Sangtam";"NCP";"0";"Graduate";"64";"56087800";"0";"No";"LONGKHIM CHARE (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"Sethrichem Sangtam";"Republican Party of India (Athawale)";"0";"Graduate";"40";"18900250";"0";"No";"LONGKHIM CHARE (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"Puthai Longon";"NCP";"0";"Graduate";"62";"46590000";"0";"Yes";"NOKLAK (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"H Haiying";"BJP";"0";"Graduate Professional";"50";"13394182";"0";"No";"NOKLAK (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"Y. Lima Onen Chang";"Republican Party of India (Athawale)";"0";"Graduate";"53";"736000";"0";"Yes";"NOKSEN (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"H. Chuba Chang";"NDPP";"0";"Graduate";"71";"7074157";"0";"No";"NOKSEN (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"S Keoshu Yimchunger";"NDPP";"0";"12th Pass";"45";"51043824";"588377";"Yes";"SHAMATOR CHESSORE (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"H Mukam";"NPF";"0";"Post Graduate";"45";"915000";"0";"No";"SHAMATOR CHESSORE (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"R Tohanba";"Lok Janshakti Party(Ram Vilas)";"0";"Post Graduate";"57";"17994188";"0";"No";"SHAMATOR CHESSORE (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
" Akum Yimkhiung";"INC";"0";"10th Pass";"62";"2935000";"0";"No";"SHAMATOR CHESSORE (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"Benei M Lamthiu";"NPP";"0";"Graduate";"40";"21188199";"0";"Yes";"THONOKNYU (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"L Khumo Khiamniunga";"Lok Janshakti Party(Ram Vilas)";"0";"8th Pass";"51";"4922274";"0";"No";"THONOKNYU (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"S Heno Khiamniunga";"NDPP";"0";"8th Pass";"76";"125867841";"0";"No";"THONOKNYU (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"P. Bashangmongba Chang";"BJP";"0";"12th Pass";"44";"23987831";"0";"Yes";"TUENSANG SADAR-I (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
"C.N Yanchu Chang";"IND";"0";"12th Pass";"40";"1610027";"0";"No";"TUENSANG SADAR-I (ST)";"NAGALAND";"TUENSANG";"2023";"Nagaland";"No Comment"
