"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"Srikanta Kumar Jena";"INC";"0";"Graduate";"58";"5979551";"862820";"Yes";"Balasore";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Arun Dey";"NCP";" 2";"Graduate Professional";"63";"2891546";"0";"No";"Balasore";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Arun Jena";"JMM";"0";"Post Graduate";"47";"3000";"0";"No";"Balasore";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Debasish Ranjan Dash";"Samruddha Odisha";"0";"12th Pass";"37";"0";"0";"No";"Balasore";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Ghasiram Mohanta";"IND";"0";"Graduate";"66";"3206120";"30000";"No";"Balasore";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Laxmikanta Behera";"IND";"0";"Post Graduate";"51";"142000";"0";"No";"Balasore";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Mahamegha Bahan  Aira Kharabela Swa";"BJP";" 1";"Post Graduate";"55";"2741000";"0";"No";"Balasore";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Rakesh Ranjan Patra";"JHKP";"0";"Graduate";"27";"100000";"0";"No";"Balasore";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Sradhanjali Pradha";"BSP";" 2";"Graduate";"40";"1041723";"0";"No";"Balasore";"ORISSA";"2009";"Lok Sabha";"No Comment"
