"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"Bhakta Charan Das";"INC";" 4";"Graduate Professional";"52";"5582100";"2061217";"Yes";"KALAHANDI";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Balaram Hota";"CPI(ML)(L)";"0";"12th Pass";"33";"327000";"0";"No";"KALAHANDI";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Bikram keshari Deo";"BJP";" 1";"Graduate";"57";"52792000";"0";"No";"KALAHANDI";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Dambarudhara Suna";"IND";"0";"Graduate";"34";"408300";"320000";"No";"KALAHANDI";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Maheswar Bho";"IND";"0";"8th Pass";"36";"363000";"0";"No";"KALAHANDI";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Nakula Majh";"BSP";" 1";"10th Pass";"66";"100000";"7963";"No";"KALAHANDI";"ORISSA";"2009";"Lok Sabha";"No Comment"
"Parameswar Kand";"SP";"0";"Literate";"47";"105000";"0";"No";"KALAHANDI";"ORISSA";"2009";"Lok Sabha";"No Comment"
