"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"KISHORE KUMAR. K";"ADMK";"0";"Graduate Professional";"43";"3592714";"109485";"No";"PALANI";"TAMIL NADU";"2004";"Lok Sabha";"No Comment"
"SOUNDARARAJAN. V S";"JP";"0";"10th Pass";"45";"1300000";"300000";"No";"PALANI";"TAMIL NADU";"2004";"Lok Sabha";"No Comment"
