"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"Ram Swaroop Sharma";"BJP";"0";"10th Pass";"55";"10178871";"571823";"Yes";"MANDI";"HIMACHAL PRADESH";"2014";"Loksabha";"No Comment"
"Bhag Chand Rana";"IND";"0";"10th Pass";"38";"16328803";"0";"No";"MANDI";"HIMACHAL PRADESH";"2014";"Loksabha";"No Comment"
"Devinder Dev";"Bahujan Mukti Party";"0";"12th Pass";"55";"3593400";"100000";"No";"MANDI";"HIMACHAL PRADESH";"2014";"Loksabha";"No Comment"
"Jai Chand Thaku";"AAP";" 1";"Post Graduate";"62";"15449353";"658000";"No";"MANDI";"HIMACHAL PRADESH";"2014";"Loksabha";"No Comment"
"Kushal Bhardwaj";"CPI(M)";" 3";"Post Graduate";"45";"1561535";"0";"No";"MANDI";"HIMACHAL PRADESH";"2014";"Loksabha";"No Comment"
"Lala Ram";"BSP";" 1";"10th Pass";"38";"1323000";"856000";"No";"MANDI";"HIMACHAL PRADESH";"2014";"Loksabha";"No Comment"
"Pratibha Singh";"INC";"0";"Graduate";"57";"348210305";"19280480";"No";"MANDI";"HIMACHAL PRADESH";"2014";"Loksabha";"No Comment"
"Puni Chand";"SP";"0";"5th Pass";"43";"1097000";"0";"No";"MANDI";"HIMACHAL PRADESH";"2014";"Loksabha";"No Comment"
"Subhash Mohan Sneh";"IND";"0";"Doctorate";"36";"6047000";"0";"No";"MANDI";"HIMACHAL PRADESH";"2014";"Loksabha";"No Comment"
