"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Arun Kumar Upreti";"Sikkim Krantikari Morcha";"0";"12th Pass";"51";"114234450";"0";"Yes";"ARITHANG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Ashis Ra";"IND";"0";"Graduate";"45";"98269373";"1900500";"No";"ARITHANG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Dal Bahadur Chett";"BJP";"0";"Graduate";"45";"38062183";"2427959";"No";"ARITHANG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Shyam Pradha";"SDF";"0";"12th Pass";"47";"20760624";"1393918";"No";"ARITHANG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Sumitra Ra";"INC";"0";"8th Pass";"51";"28448";"0";"No";"ARITHANG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Krishna Bahadur Rai";"SDF";"0";"Graduate";"70";"75817645";"2055828";"Yes";"CHUJACHEN";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Anil Kr Ra";"Sikkim Republican Party";"0";"8th Pass";"40";"8832000";"2000000";"No";"CHUJACHEN";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Damber Kr Pradha";"Sikkim Krantikari Morcha";"0";"Graduate";"33";"877851";"0";"No";"CHUJACHEN";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Gopal Chett";"INC";"0";"10th Pass";"39";"366999";"0";"No";"CHUJACHEN";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Mohan Gurung";"BJP";"0";"Literate";"76";"28093047";"0";"No";"CHUJACHEN";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Rudra Khatiwara";"Hamro Sikkim Party";" 2";"10th Pass";"46";"386700";"0";"No";"CHUJACHEN";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Rudra Narsing Sakya";"IND";"0";"12th Pass";"47";"92390855";"4000000";"No";"CHUJACHEN";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Kunga Nima Lepcha";"Sikkim Krantikari Morcha";"0";"Graduate";"71";"6297797";"236553";"Yes";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Bhaichung Bhutia";"Hamro Sikkim Party";"0";"10th Pass";"42";"154001340";"10258961";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Delay Namgyal Barfungpa";"IND";"0";"8th Pass";"54";"577962986";"0";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Phurba Sherpa";"IND";"0";"Graduate";"45";"6261552";"876802";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Pintso Chopel";"SDF";"0";"Graduate";"50";"143677741";"2672153";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Yong Tshering Lepcha";"BJP";"0";"5th Pass";"51";"82500";"0";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Yong Tshering Lepcha";"BJP";"0";"8th Pass";"51";"107425";"0";"Yes";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Bhaichung Bhutia";"Hamro Sikkim Party";"0";"10th Pass";"42";"154001339";"10258961";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Delay Namgyal Barfungpa";"Sikkim National Peoples Party";"0";"8th Pass";"54";"578273986";"0";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Karma Yenten Chankapa";"IND";"0";"12th Pass";"39";"4108641";"0";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Rinzing Ongmu Bhutia";"SDF";"0";"Graduate";"69";"40571007";"0";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Song Tshering Lepcha";"Sikkim Republican Party";"0";"10th Pass";"46";"161988";"0";"No";"GANGTOK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Dorjee Tshering Lepcha";"SDF";"0";"10th Pass";"61";"122463095";"4914562";"Yes";"GNATHANG-MACHONG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Dorjee Ongden Bhutia";"INC";"0";"5th Pass";"76";"82012";"0";"No";"GNATHANG-MACHONG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Sangay Chopel Bhutia";"Hamro Sikkim Party";"0";"5th Pass";"40";"150000";"0";"No";"GNATHANG-MACHONG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Tshering Bhutia";"Sikkim Krantikari Morcha";"0";"Graduate";"69";"24747527";"0";"No";"GNATHANG-MACHONG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Mani Kumar Sharma";"Sikkim Krantikari Morcha";"0";"Graduate Professional";"48";"92458069";"18316467";"Yes";"KHAMDONG-SINGTAM";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Garjaman Gurung";"SDF";"0";"8th Pass";"48";"24301433";"37499980";"No";"KHAMDONG-SINGTAM";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Gopal Khatiwara";"IND";"0";"10th Pass";"42";"436051";"0";"No";"KHAMDONG-SINGTAM";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Neeraj Adhika";"Hamro Sikkim Party";"0";"Post Graduate";"31";"71395";"0";"No";"KHAMDONG-SINGTAM";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Sher Bahadur Kark";"BJP";"0";"Graduate";"33";"1705352";"0";"No";"KHAMDONG-SINGTAM";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Tula Ram Guraga";"INC";"0";"Graduate";"33";"2929833";"0";"No";"KHAMDONG-SINGTAM";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Sonam Tsh Venchungpa";"BJP";"0";"Graduate";"47";"72297353";"6092129";"Yes";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Mechung Bhutia";"IND";"0";"Graduate Professional";"42";"2042873";"0";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Mingma Tshering Sherpa";"Sikkim Republican Party";"0";"5th Pass";"59";"71424";"0";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Nima Lepcha";"Hamro Sikkim Party";"0";"Others";"55";"238506986";"53298";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Nuk Tshering Bhutia";"SDF";"0";"10th Pass";"58";"25331067";"0";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Passang Gyali Sherpa";"IND";"0";"8th Pass";"37";"13149660";"0";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"BYE ELECTION ON 21-10-2019"
"Dorjee Tshering Lepcha";"SDF";"0";"10th Pass";"61";"122463095";"4914562";"Yes";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Gyaltsen Bhutia";"IND";"0";"10th Pass";"46";"85480125";"627145";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Jigdal Chewang Bhutia";"BJP";"0";"8th Pass";"37";"72728";"0";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Nima Lepcha";"Hamro Sikkim Party";"0";"Others";"55";"237347279";"53298";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Sonam Tshering Bhutia";"INC";"0";"8th Pass";"51";"3123060";"0";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Sonam Tshering Venchungpa";"Sikkim Krantikari Morcha";"0";"Others";"47";"72985647";"6072729";"No";"MARTAM-RUMTEK";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Em Prasad Sharma";"SDF";"0";"12th Pass";"43";"4215434";"0";"Yes";"NAMCHEYBUNG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Anush Ra";"Hamro Sikkim Party";"0";"12th Pass";"38";"206680";"0";"No";"NAMCHEYBUNG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Dennis Ra";"Sikkim Krantikari Morcha";"0";"Graduate";"51";"53432762";"2537452";"No";"NAMCHEYBUNG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Devi Basnett";"BJP";"0";"12th Pass";"56";"25028174";"209250";"No";"NAMCHEYBUNG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Kharka Bdr Ra";"Sikkim Republican Party";"0";"8th Pass";"50";"7842982";"0";"No";"NAMCHEYBUNG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
"Phipra Hang Subba";"Sikkim Rajya Manch Party";"0";"12th Pass";"39";"2058817";"51195";"No";"NAMCHEYBUNG";"SIKKIM";"EAST";"2019";"Sikkim";"No Comment"
