"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"Pallab Lochan Das";"BJP";"0";"Graduate";"41";"14445139";"0";"Yes";"TEZPUR";"ASSAM";"2019";"Lok Sabha";"No Comment"
"Bijoy Kumar Tiru";"IND";"0";"Graduate";"68";"4136542";"100000";"No";"TEZPUR";"ASSAM";"2019";"Lok Sabha";"No Comment"
"M.G.V.K. Bhanu";"INC";"0";"Post Graduate";"60";"82846198";"0";"No";"TEZPUR";"ASSAM";"2019";"Lok Sabha";"No Comment"
"Mahendra Bhuya";"NCP";" 2";"Graduate";"67";"6304000";"0";"No";"TEZPUR";"ASSAM";"2019";"Lok Sabha";"No Comment"
"Mahendra Orang";"Voters Party International";"0";"10th Pass";"41";"40000";"0";"No";"TEZPUR";"ASSAM";"2019";"Lok Sabha";"No Comment"
"Ram Bahadur Suna";"NPP";"0";"Graduate Professional";"50";"15815131";"531152";"No";"TEZPUR";"ASSAM";"2019";"Lok Sabha";"No Comment"
"Ziabur Rahman Kha";"IND";" 2";"10th Pass";"36";"2227138";"193616";"No";"TEZPUR";"ASSAM";"2019";"Lok Sabha";"No Comment"
