"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"S Marie Anthuva";"Naam Tamilar Katchi";" 1";"12th Pass";"42";"7724770";"0";"No";"KARAIKAL SOUTH";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"S Mohamed Seediqu";"Amma Makkal Munnettra Kazagam";" 1";"10th Pass";"47";"2712000";"0";"No";"KARAIKAL SOUTH";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"V Murugaia Rajendira";"IND";"0";"Post Graduate";"63";"12040255";"0";"No";"KARAIKAL SOUTH";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"Chandira Priyanga";"All India N.R. Congress";"0";"10th Pass";"31";"40425858";"3098568";"Yes";"NEDUNGADU (SC)";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"A. Arulprakash";"BSP";"0";"12th Pass";"41";"201944";"73816";"No";"NEDUNGADU (SC)";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"A. Gnanasegara";"DMDK";"0";"12th Pass";"48";"3544469";"0";"No";"NEDUNGADU (SC)";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"A. Marimuthu";"INC";"0";"Graduate";"78";"446000";"0";"No";"NEDUNGADU (SC)";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"Andoor Math";"IND";"0";"Post Graduate";"45";"126000";"0";"No";"NEDUNGADU (SC)";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"Dr. V. Vigneswara";"IND";"0";"Post Graduate";"37";"14150000";"6800000";"No";"NEDUNGADU (SC)";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"T. Narasimha";"IND";"0";"Post Graduate";"40";"25190038";"0";"No";"NEDUNGADU (SC)";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"T. Rajendira";"Amma Makkal Munnettra Kazagam";" 1";"12th Pass";"52";"3075400";"50000";"No";"NEDUNGADU (SC)";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"V. Geetha";"Naam Tamilar Katchi";"0";"Graduate";"25";"214000";"0";"No";"NEDUNGADU (SC)";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"M.Nagathiyagarajan";"DMK";"0";"Graduate";"42";"2915500";"1629874";"Yes";"NERAVY-T.R.PATTINAM";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"A Mohamed Yousuf";"Naam Tamilar Katchi";"0";"12th Pass";"43";"1385298";"97720";"No";"NERAVY-T.R.PATTINAM";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"A.Arulraju";"DMDK";"0";"8th Pass";"39";"8092000";"0";"No";"NERAVY-T.R.PATTINAM";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"Baladhandayudhabani.C";"Amma Makkal Munnettra Kazagam";"0";"Graduate";"37";"111000";"0";"No";"NERAVY-T.R.PATTINAM";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"Geetha Ananda";"IND";"0";"Post Graduate";"49";"209686745";"82767788";"No";"NERAVY-T.R.PATTINAM";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"S.Sellamuthu";"Indiya Jananayaka Katchi";"0";"Others";"40";"101500";"0";"No";"NERAVY-T.R.PATTINAM";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"S.Sridha";"IND";" 1";"Post Graduate";"37";"1356000";"230000";"No";"NERAVY-T.R.PATTINAM";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"V. M. C. S Rajaganapathy";"IND";"0";"Graduate Professional";"51";"10755017";"723447";"No";"NERAVY-T.R.PATTINAM";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"V.M.C.S.Manoha";"BJP";"0";"Post Graduate";"45";"9415000";"9000000";"No";"NERAVY-T.R.PATTINAM";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"Pr. Siva";"IND";" 1";"Graduate Professional";"45";"3758916";"0";"Yes";"THIRUNALLAR";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"Dharparaniyam";"Amma Makkal Munnettra Kazagam";"0";"8th Pass";"52";"3776000";"1000000";"No";"THIRUNALLAR";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"K. Guru Alias Sintha";"DMDK";"0";"Others";"26";"269000";"0";"No";"THIRUNALLAR";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"M. Mariappa";"IND";"0";"8th Pass";"56";"500137";"0";"No";"THIRUNALLAR";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"M. Sikkanthar Batsha";"Naam Tamilar Katchi";"0";"8th Pass";"44";"385500";"144739";"No";"THIRUNALLAR";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"P. Simonraj";"IND";"0";"10th Pass";"42";"10000";"0";"No";"THIRUNALLAR";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"R. Kamalakkanna";"INC";" 1";"Graduate";"63";"27861689";"2022161";"No";"THIRUNALLAR";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"S. Rajasekara";"BJP";"0";"Graduate";"53";"46674524";"5710316";"No";"THIRUNALLAR";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"S. Vinoth";"IND";"0";"Graduate Professional";"36";"180100";"0";"No";"THIRUNALLAR";"PUDUCHERRY";"KARAIKAL";"2021";"Puducherry";"No Comment"
"R. Baskar Alias Datchanamourtty";"All India N.R. Congress";"0";"12th Pass";"57";"72560076";"2416613";"Yes";"ARIANKUPPAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"A Mohamad Kassim";"SDPI";"0";"10th Pass";"47";"568121";"0";"No";"ARIANKUPPAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Lourdusamy";"DMDK";"0";"5th Pass";"46";"297260";"0";"No";"ARIANKUPPAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"R Karthick";"IND";"0";"10th Pass";"33";"505586";"39300";"No";"ARIANKUPPAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S Kumaravelu";"IND";"0";"Literate";"51";"87110000";"20800000";"No";"ARIANKUPPAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Sundaravadivelu";"Naam Tamilar Katchi";"0";"10th Pass";"27";"6512";"400000";"No";"ARIANKUPPAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"T. Djeamourthy";"INC";"0";"5th Pass";"61";"42727373";"7836104";"No";"ARIANKUPPAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"V Indumathy";"Indiya Jananayaka Katchi";"0";"Graduate";"29";"100000";"0";"No";"ARIANKUPPAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"V Ruthrakumara";"Makkal Needhi Maiam";"0";"Graduate Professional";"61";"25528550";"0";"No";"ARIANKUPPAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"R Senthilkumar";"DMK";"0";"Post Graduate";"42";"147213960";"33493946";"Yes";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"A Muruga";"IND";"0";"5th Pass";"48";"1198465";"45000";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"A Thiyagu";"Indiya Jananayaka Katchi";"0";"Graduate Professional";"31";"2500";"0";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"C Dinesh";"Makkal Needhi Maiam";"0";"Graduate Professional";"26";"230400";"0";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"N Dhanavelou";"All India N.R. Congress";"0";"Graduate";"54";"10597742";"1691673";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"N Ponnammal";"IND";"0";"Illiterate";"53";"5596392";"800000";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P Velmuruga";"Amma Makkal Munnettra Kazagam";"0";"Graduate Professional";"50";"23602000";"11720000";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P Velu";"DMDK";"0";"Graduate Professional";"53";"2765000";"795848";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Ramalingam V";"IND";"0";"Post Graduate";"61";"3906009";"250000";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S Baskara";"Puducherry Development Party";"0";"Post Graduate";"45";"747000";"2000000";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S Gnanapragash";"Naam Tamilar Katchi";"0";"Post Graduate";"44";"1909000";"75000";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"T Palanisamy";"IND";" 1";"Literate";"47";"1555750";"747328";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"V Ruthiramoorthy";"IND";"0";"Graduate";"56";"865000";"0";"No";"BAHOUR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"U Lakshmikandhan";"All India N.R. Congress";"0";"Post Graduate";"51";"4450278";"235000";"Yes";"EMBALAM (SC)";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"A Murugaiya";"IND";"0";"Others";"51";"2156833";"1500000";"No";"EMBALAM (SC)";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"D. Arvindha";"BSP";"0";"Graduate";"25";"1516";"45000";"No";"EMBALAM (SC)";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"M Candassamy";"INC";"0";"10th Pass";"54";"81157727";"12258004";"No";"EMBALAM (SC)";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"N Somanatha";"Makkal Needhi Maiam";"0";"10th Pass";"48";"14946984";"908000";"No";"EMBALAM (SC)";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"N Sutha";"Naam Tamilar Katchi";"0";"10th Pass";"37";"165000";"0";"No";"EMBALAM (SC)";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P. Vaithilingam";"Indiya Jananayaka Katchi";"0";"10th Pass";"53";"5000";"0";"No";"EMBALAM (SC)";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S. Steeba";"DMDK";"0";"Graduate";"38";"406400";"0";"No";"EMBALAM (SC)";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"V. Aroumougame Alias Akd";"All India N.R. Congress";"0";"10th Pass";"57";"171933878";"22475176";"Yes";"INDIRA NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"D. Ejoumal";"Indiya Jananayaka Katchi";"0";"Graduate";"47";"488931";"152000";"No";"INDIRA NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"D. Moha";"Amma Makkal Munnettra Kazagam";"0";"Graduate";"43";"18440049";"6120596";"No";"INDIRA NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"K. Ezhumala";"DMDK";" 1";"Literate";"41";"534500";"0";"No";"INDIRA NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"M. Kanna";"INC";"0";"5th Pass";"53";"47957274";"16000000";"No";"INDIRA NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P. Sakthivel";"Makkal Needhi Maiam";"0";"10th Pass";"46";"1362503";"0";"No";"INDIRA NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S. Karthigaya";"IND";"0";"Graduate Professional";"35";"6604";"91600";"No";"INDIRA NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"T. Devika";"Naam Tamilar Katchi";"0";"12th Pass";"47";"6669254";"5415000";"No";"INDIRA NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"K.S.P Alias S. Ramesh";"All India N.R. Congress";"0";"Post Graduate";"41";"55659950";"3083221";"Yes";"KADIRGAMAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P. Selvanada";"INC";"0";"8th Pass";"49";"19304337";"3638524";"No";"KADIRGAMAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S. Ganesa";"Amma Makkal Munnettra Kazagam";"0";"Others";"54";"35203000";"2435000";"No";"KADIRGAMAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S. Motcharaja";"DMDK";"0";"5th Pass";"46";"961000";"60000";"No";"KADIRGAMAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S. Sathiyavel";"Indiya Jananayaka Katchi";"0";"Post Graduate";"47";"5133500";"50000";"No";"KADIRGAMAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Subas";"Naam Tamilar Katchi";"0";"Graduate Professional";"40";"5564928";"0";"No";"KADIRGAMAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P.M.L. Kalyanasundaram";"BJP";" 8";"8th Pass";"43";"59390394";"35523529";"Yes";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"A. Senthil Alias Ramesh";"IND";" 21";"8th Pass";"47";"185022105";"15000000";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Balasoubremaniane. A";"IND";"0";"Graduate";"69";"9297888";"0";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"C. Asokumar Alias Rajkuma";"IND";" 1";"Post Graduate";"51";"3502010";"6040000";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"E. Vignesh";"IND";"0";"10th Pass";"27";"52000";"0";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"K. Kamaraj";"Naam Tamilar Katchi";"0";"10th Pass";"36";"512000";"300000";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"L. Subbulakshm";"IND";"0";"10th Pass";"47";"21500";"0";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P. Kaliamurthy";"Amma Makkal Munnettra Kazagam";" 1";"8th Pass";"64";"50000";"0";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"R. Chandramoha";"Makkal Needhi Maiam";"0";"12th Pass";"50";"7230000";"0";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S. Harihara";"DMDK";"0";"8th Pass";"45";"280500";"22000";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S. Mouttouvel";"DMK";" 1";"Graduate Professional";"47";"12620860";"1629336";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S. Vengadessaperoumal";"IND";" 1";"Post Graduate";"48";"1073965";"223000";"No";"KALAPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"A. Johnkumar";"BJP";" 6";"Illiterate";"56";"266993315";"46625609";"Yes";"KAMARAJ NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Anandaraj";"IND";"0";"10th Pass";"33";"37672";"0";"No";"KAMARAJ NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"L. Munisamy";"Amma Makkal Munnettra Kazagam";"0";"10th Pass";"55";"750000";"0";"No";"KAMARAJ NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"M.O.H.F. Shajaha";"INC";"0";"Post Graduate";"57";"21731908";"204300000";"No";"KAMARAJ NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"N. Nadarajan Alias Selva";"DMDK";"0";"10th Pass";"43";"669800";"127000";"No";"KAMARAJ NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"N. Sharmila Begum";"Naam Tamilar Katchi";"0";"Graduate";"32";"752000";"1000000";"No";"KAMARAJ NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"S. Sagayaraj";"IND";"0";"Graduate";"38";"550377";"75000";"No";"KAMARAJ NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Siva. Ilango";"IND";"0";"Doctorate";"64";"5218598";"3000";"No";"KAMARAJ NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Vpr. Selvam";"IND";"0";"Graduate";"45";"13072482";"650000";"No";"KAMARAJ NAGAR";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"M. Vaithianathan";"INC";"0";"10th Pass";"47";"90937983";"20336065";"Yes";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"A. Boopala";"DMDK";"0";"Graduate Professional";"40";"8856964";"0";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Anna Durai. M";"IND";"0";"10th Pass";"53";"86000";"0";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"C. Pandia";"IND";" 1";"Post Graduate";"49";"4539";"0";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"D. Sathiyamoorthy";"Makkal Needhi Maiam";"0";"Graduate";"42";"527000";"201059";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Karunakara";"IND";" 1";"5th Pass";"35";"323500";"0";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"N. Camatchy";"Amma Makkal Munnettra Kazagam";"0";"Graduate";"50";"3477245";"3419785";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Nirmal Singh";"Naam Tamilar Katchi";"0";"Post Graduate";"40";"1206000";"90000";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P. Senthil Kuma";"IND";"0";"12th Pass";"34";"468500";"191500";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P.V. Gopi Kanna";"Indiya Jananayaka Katchi";"0";"Others";"39";"5000";"0";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"V. Saminatha";"BJP";" 13";"12th Pass";"51";"158890154";"3928419";"No";"LAWSPET";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Ramesh Parambath";"INC";"0";"Graduate";"60";"63872810";"1011470";"Yes";"MAHE";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Adv. V.P. Abdul Rahma";"All India N.R. Congress";"0";"Graduate Professional";"58";"6378000";"3046826";"No";"MAHE";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"C.K. Ummer Mast";"SDPI";"0";"10th Pass";"72";"3468950";"125000";"No";"MAHE";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Janaky Teach";"DMDK";"0";"Post Graduate";"71";"860000";"0";"No";"MAHE";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"N. Haridasan Mast";"IND";"0";"Post Graduate";"69";"28249609";"0";"No";"MAHE";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Sarath S Unnitha";"IND";"0";"Post Graduate";"26";"438500";"0";"No";"MAHE";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Embalam Selvam Alias R.Selvam";"BJP";" 5";"12th Pass";"56";"31232792";"12326674";"Yes";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Dhorapadiar Alias V.Velusamy";"IND";"0";"10th Pass";"74";"1543000";"0";"No";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"J Veerasekara";"Indiya Jananayaka Katchi";"0";"12th Pass";"50";"15000";"0";"No";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"M S Elangova";"Naam Tamilar Katchi";"0";"Post Graduate";"39";"1064985";"1045488";"No";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"R. K. R. Anantharama";"INC";" 1";"Graduate Professional";"48";"53854368";"52567932";"No";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Sundarambal Alias Malarvizh";"Makkal Needhi Maiam";"0";"8th Pass";"54";"3194000";"0";"No";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"T Ananda";"IND";"0";"12th Pass";"51";"4174829";"0";"No";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Thamizharasa";"BSP";"0";"Others";"33";"15048";"7500";"No";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"V Thirunavukarasu";"DMDK";"0";"10th Pass";"45";"470806";"190000";"No";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Veeraputhira";"Amma Makkal Munnettra Kazagam";"0";"12th Pass";"65";"3751065";"0";"No";"MANAVELY";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Djeacoumar .C";"All India N.R. Congress";" 1";"10th Pass";"68";"88837841";"1630261";"Yes";"MANGALAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"A Egambaram";"IND";"0";"Graduate Professional";"67";"116665";"0";"No";"MANGALAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"A. Pathimaraj";"BSP";"0";"Graduate Professional";"35";"156900";"28000";"No";"MANGALAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"B. Bharathkala";"Naam Tamilar Katchi";"0";"Graduate Professional";"26";"1443532";"500000";"No";"MANGALAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"M. Ganapathy";"Amma Makkal Munnettra Kazagam";" 2";"10th Pass";"45";"2803000";"908000";"No";"MANGALAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"M. Karthick";"IND";"0";"Graduate";"35";"14965";"0";"No";"MANGALAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"M. Subrama";"Makkal Needhi Maiam";"0";"8th Pass";"38";"375977";"80000";"No";"MANGALAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"Manavala";"Indiya Jananayaka Katchi";"0";"10th Pass";"58";"134316";"100000";"No";"MANGALAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
"P. Canna";"IND";"0";"12th Pass";"53";"9431100";"2050000";"No";"MANGALAM";"PUDUCHERRY";"PUDUCHERRY";"2021";"Puducherry";"No Comment"
