"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Sharvan Kuma";"Bhartiya Shakti Chetna Party";"0";"5th Pass";"50";"2419000";"0";"No";"NARAINGARH";"HARYANA";"AMBALA";"2019";"Haryana";"No Comment"
"Surender Singh";"BJP";"0";"10th Pass";"54";"20895733";"1601675";"No";"NARAINGARH";"HARYANA";"AMBALA";"2019";"Haryana";"No Comment"
"Ved Raj";"IND";"0";"Post Graduate";"59";"6900262";"113487";"No";"NARAINGARH";"HARYANA";"AMBALA";"2019";"Haryana";"No Comment"
"Bishamber Singh";"BJP";"0";"Graduate";"49";"10918111";"2759356";"Yes";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Banarsi Dass";"BSP";"0";"12th Pass";"64";"6100000";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Bir Singh";"IND";"0";"Graduate";"41";"76500";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Dharam Dev";"INLD";"0";"Others";"76";"20445000";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Jitender Singh";"Sarva Hit Party";"0";"12th Pass";"30";"69500";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ram Mehar Singh";"CPI(M)";"0";"8th Pass";"39";"356495";"130000";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ram Singh Vaid";"Jannayak Janta Party";"0";"12th Pass";"60";"2068018";"850000";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ram Tilak";"Bhartiya Sarvodaya Party";"0";"8th Pass";"0";"360000";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ramkisha";"INC";" 1";"10th Pass";"51";"54199590";"5844229";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ratanlal";"IND";"0";"10th Pass";"31";"505000";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Sandeep Kataria";"Bahujan Mukti Party";"0";"8th Pass";"30";"227816";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Savita Nanda";"Aam Aadmi Party";"0";"12th Pass";"47";"3854100";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Suraj Bhatoliya";"Bhartiya Kisan Party";"0";"8th Pass";"37";"247200";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Suresh Kuma";"IND";"0";"10th Pass";"38";"53500";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Surya Parkash";"IND";"0";"Graduate";"49";"145327";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Vikas";"Rashtriya Janta Party";"0";"12th Pass";"43";"3428070";"429000";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Vinod Kuma";"Rashtriya Mazdoor Ekta Party";"0";"10th Pass";"33";"150000";"0";"No";"BAWANI KHERA (SC)";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ghanshyam Saraf";"BJP";"0";"Graduate";"55";"81297992";"19742214";"Yes";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Aman Tanwar Raghav";"Loktanter Suraksha Party";"0";"Post Graduate";"45";"59167250";"699163";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Amar Singh Haluwasia";"INC";"0";"Graduate Professional";"62";"49000000";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Amit Balmik";"BSP";"0";"12th Pass";"37";"342500";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Anil Kathpalia";"INLD";"0";"8th Pass";"42";"1772719";"76035";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Dinesh Alias Lala Pahalwa";"IND";"0";"10th Pass";"44";"1483420";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Dr. Shiv Shanker Bhardwaj";"Jannayak Janta Party";"0";"Post Graduate";"65";"152096641";"20923771";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Jagat Singh";"Vikas India Party";"0";"10th Pass";"66";"6851400";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Jai Bhagwa";"IND";"0";"10th Pass";"0";"670525";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Jai Parkash";"Akhil Bharat Hindu Mahasabha";"0";"5th Pass";"41";"1026000";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Kuldeep Singh";"Aam Aadmi Party";"0";"Graduate";"51";"12804621";"1510000";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Narender Kumar Sharma";"IND";"0";"Post Graduate";"54";"49357";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Neeraj Kuma";"IND";"0";"12th Pass";"32";"1506500";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Pawan Kuma";"Bahujan Mukti Party";"0";"10th Pass";"33";"34760";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Raj Kumar Basia";"SUCI(C)";"0";"5th Pass";"56";"1949295";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Rajender Singh Yadav";"Swaraj India";"0";"Graduate Professional";"46";"19945943";"1250000";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Satish Kuma";"IND";"0";"Post Graduate";"29";"60924";"0";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Suresh Chand";"Peoples Party of India (Democratic)";"0";"Illiterate";"65";"1375000";"200000";"No";"BHIWANI";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Jai Parkash Dalal";"BJP";"0";"Graduate";"63";"767585665";"60142041";"Yes";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Alka Arya";"Jannayak Janta Party";"0";"Post Graduate";"38";"9692282";"1730000";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Azad Singh";"Swaraj India";"0";"8th Pass";"62";"4548550";"300000";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Bharath Ram";"IND";"0";"10th Pass";"45";"151800";"0";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Jai Kuma";"IND";"0";"10th Pass";"36";"3437700";"0";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Raj Singh Gagarwas";"INLD";"0";"12th Pass";"64";"16370579";"78000";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Rajender Singh";"Republican Backward Congress";"0";"10th Pass";"36";"1698570";"0";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ramesh";"BSP";" 1";"Graduate";"46";"4680000";"884128";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Sajjan Bhardwaj";"IND";"0";"Post Graduate";"47";"7724800";"0";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Somvir Singh";"INC";"0";"Graduate Professional";"68";"172757738";"6347289";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Subhash Chand";"IND";"0";"Literate";"65";"1786000";"22000";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Suresh Kuma";"IND";"0";"8th Pass";"49";"1170000";"0";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ved Parkash";"IND";"0";"10th Pass";"63";"6618000";"250000";"No";"LOHARU";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Kiran Choudhry";"INC";"0";"Graduate Professional";"64";"513606000";"6995000";"Yes";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ashish";"IND";"0";"12th Pass";"29";"1800000";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Jagbir Singh";"IND";"0";"Others";"62";"18750000";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Kamla Ra";"INLD";"0";"12th Pass";"59";"103449896";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Mangal Singh Khreta";"IND";" 1";"8th Pass";"63";"5071500";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Mani Ram Saroha";"Loktanter Suraksha Party";"0";"Graduate";"63";"4337000";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Narender Lara";"BSP";"0";"10th Pass";"33";"132500";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Pawan Hindusta";"Aam Aadmi Party";"0";"Graduate";"40";"10963588";"1115000";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Rajesh";"Bahujan Maha Party";"0";"10th Pass";"0";"316000";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Rajnish Kuma";"IND";"0";"Post Graduate";"37";"7667601";"215000";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Rakesh Kuma";"IND";"0";"Graduate Professional";"49";"17491623";"805761";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Ramakant Sharma";"IND";"0";"10th Pass";"45";"761000";"600000";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Randhir Singh S/O Pat Ram";"IND";"0";"8th Pass";"72";"465000";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Randhir Singh S/O Raj Kuma";"IND";"0";"10th Pass";"36";"3188500";"279500";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Rohtash";"SUCI(C)";"0";"5th Pass";"56";"7416086";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Sanjay Kuma";"Bhartiya Kisan Party";"0";"10th Pass";"37";"485100";"350000";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Shashi Ranjan Parma";"BJP";"0";"Graduate Professional";"53";"41985533";"10561571";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Sita Ram";"Jannayak Janta Party";"0";"Graduate Professional";"45";"2998000";"1800000";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Surender Singh";"Bahujan Mukti Party";"0";"12th Pass";"38";"453600";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Suresh Kuma";"Peoples Party of India (Democratic)";"0";"Graduate Professional";"38";"3054500";"60000";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Youdhvir Singh Ahlawat";"Swaraj India";"0";"Graduate Professional";"62";"72584000";"0";"No";"TOSHAM";"HARYANA";"BHIWANI";"2019";"Haryana";"No Comment"
"Naina Singh";"Jannayak Janta Party";"0";"Graduate";"52";"917862545";"43255066";"Yes";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Mahend";"IND";"0";"10th Pass";"38";"355000";"230000";"No";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Mangal Sh";"IND";"0";"Graduate";"28";"133000";"0";"No";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Pawan Kuma";"IND";"0";"12th Pass";"46";"3074772";"100000";"No";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Ranb";"IND";"0";"10th Pass";"40";"1400000";"247000";"No";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Ranbir Singh Mahendra";"INC";"0";"Graduate Professional";"75";"321518185";"4460000";"No";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Shiv Kuma";"BSP";"0";"12th Pass";"34";"112740";"0";"No";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Sukhwind";"BJP";"0";"10th Pass";"34";"61034222";"6298376";"No";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Vijay Kuma";"Sarva Hit Party";"0";"Post Graduate";"32";"4207835";"0";"No";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Vijay Kuma";"INLD";"0";"10th Pass";"49";"40064255";"3825722";"No";"BADHRA";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Sombir";"IND";" 10";"10th Pass";"52";"11022712";"0";"Yes";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Anita D/O Somb";"IND";"0";"Post Graduate";"25";"47891";"0";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Anita W/O Arvind Pal";"Bhartiya Shakti Chetna Party";"0";"Post Graduate";"34";"7102487";"344655";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Babita Kuma";"BJP";"0";"Graduate";"29";"4075575";"696378";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Bakshi Sa";"BSP";" 1";"Graduate";"40";"15678824";"0";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Bhaskar Vashishtha";"IND";"0";"10th Pass";"35";"21000";"0";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Kulv";"IND";"0";"12th Pass";"50";"6431000";"0";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Lakhan Singh";"Vikas India Party";"0";"Graduate Professional";"39";"8640000";"0";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Lalit Kuma";"IND";"0";"Graduate Professional";"27";"50054";"0";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Naresh Kuma";"IND";"0";"Graduate";"42";"643376";"97000";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Nitin Pal Janghu";"INLD";"0";"Post Graduate";"40";"10082000";"450000";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Pyare Lal";"IND";"0";"Graduate Professional";"49";"1426000";"0";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Rajesh Singh";"IND";"0";"12th Pass";"48";"1405833";"0";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Sanjeev Godara";"Swaraj India";" 1";"Post Graduate";"44";"1680122";"284000";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Satpal Sangwa";"Jannayak Janta Party";"0";"Graduate";"77";"49211270";"766517";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Surender Singh";"RJD";"0";"Graduate";"71";"29863647";"0";"No";"DADRI";"HARYANA";"CHARKHI DADRI";"2019";"Haryana";"No Comment"
"Seema Trikha";"BJP";"0";"Graduate Professional";"53";"24523158";"1840000";"Yes";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Ajay Bhadana";"INLD";"0";"Graduate";"36";"9143189";"450000";"No";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Dharambir Bhadana";"Aam Aadmi Party";" 1";"10th Pass";"56";"44462488";"2329875";"No";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Islamudeen Pappu";"Jannayak Janta Party";"0";"5th Pass";"56";"3210461";"88656";"No";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Jagram Gautam";"CPI";"0";"10th Pass";"51";"52869";"0";"No";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Jamil";"Rashtriya Lokswaraj Party";"0";"Illiterate";"36";"204000";"88000";"No";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Manoj Choudhary";"BSP";"0";"10th Pass";"41";"1818603";"864000";"No";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Mukesh Pehlwa";"SHS";"0";"10th Pass";"50";"8700000";"500000";"No";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Prem Kapoo";"IND";"0";"8th Pass";"66";"45000";"0";"No";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Vijay Pratap Singh";"INC";"0";"Graduate";"45";"252131040";"143700000";"No";"BADHKAL";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Mool Chand Sharma";"BJP";"0";"Post Graduate";"55";"124458622";"4700000";"Yes";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Adesh Kuma";"SP";"0";"Graduate Professional";"29";"5694161";"3982728";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Anand Kaushik";"INC";"0";"12th Pass";"68";"33498125";"1750000";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Arun Visala";"BSP";"0";"Graduate Professional";"28";"1148677";"0";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Atul";"IND";" 1";"10th Pass";"37";"17886662";"0";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Deepak Choudhary";"IND";"0";"Post Graduate";"39";"12123306";"2398059";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Deepak Gau";"AARAKSHAN VIRODHI PARTY";" 1";"12th Pass";"41";"14710000";"800000";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Hariender Kuma";"Aam Aadmi Party";" 1";"Graduate Professional";"37";"43764009";"22500000";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Kok Chand";"Loktanter Suraksha Party";"0";"10th Pass";"68";"10400000";"0";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Rohtash";"INLD";"0";"Literate";"48";"15508700";"0";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Shelendra Singh";"IND";"0";"Graduate";"59";"23188000";"61510";"No";"BALLABGARH";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Narender Gupta";"BJP";"0";"Graduate";"59";"585838697";"10622200";"Yes";"FARIDABAD";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Kuldeep Tewatia";"Jannayak Janta Party";"0";"10th Pass";"41";"5981000";"2850000";"No";"FARIDABAD";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Lakhan Kumar Singla";"INC";"0";"8th Pass";"53";"65730953";"9281295";"No";"FARIDABAD";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Mahesh Chand Ja";"BSP";"0";"12th Pass";"64";"43720500";"0";"No";"FARIDABAD";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Pankaj Narwat";"IND";"0";"Graduate Professional";"29";"15050000";"0";"No";"FARIDABAD";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Renu Khatt";"Swaraj India";" 1";"Graduate";"42";"7806418";"378219";"No";"FARIDABAD";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Satay Deo Yadav";"Rashtriya Bharatiya Jan Jan Party";"0";"12th Pass";"48";"3784167";"419000";"No";"FARIDABAD";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Suman Lata Vashisth";"Aam Aadmi Party";"0";"Post Graduate";"39";"127617";"0";"No";"FARIDABAD";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Sushila Gautam";"IND";"0";"8th Pass";"32";"2100000";"0";"No";"FARIDABAD";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Neeraj Sharma";"INC";"0";"Graduate";"47";"102176368";"10651571";"Yes";"FARIDABAD NIT";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Chander Bhatia";"IND";"0";"8th Pass";"53";"8130000";"1400000";"No";"FARIDABAD NIT";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Deshraj Singh Rana";"Aapki Apni Adhikar Party";" 11";"5th Pass";"43";"8385000";"0";"No";"FARIDABAD NIT";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
"Dinesh Ra";"IND";"0";"Post Graduate";"42";"1641488";"0";"No";"FARIDABAD NIT";"HARYANA";"FARIDABAD";"2019";"Haryana";"No Comment"
