"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Bajrang Manohar Sard";"IND";"0";"12th Pass";"36";"1438184";"150000";"No";"KARJAT JAMKHED";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Bhailume Shankar Madhuka";"BSP";" 1";"10th Pass";"32";"220000";"397420";"No";"KARJAT JAMKHED";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Dnyandeo Narhari Supeka";"IND";"0";"5th Pass";"70";"1537551";"0";"No";"KARJAT JAMKHED";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Govind Laxman Aambedka";"IND";"0";"Graduate";"29";"8518279";"122683";"No";"KARJAT JAMKHED";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Maharudra Narhari Nagargoj";"IND";"0";"Graduate Professional";"36";"4895249";"0";"No";"KARJAT JAMKHED";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Ram Rangnath Shind";"IND";"0";"8th Pass";"36";"15000";"0";"No";"KARJAT JAMKHED";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Ramdas Shankar Shind";"BJP";"0";"Post Graduate";"52";"25073339";"12270176";"No";"KARJAT JAMKHED";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Somnath Bhagchand Shind";"IND";"0";"10th Pass";"31";"250000";"7000000";"No";"KARJAT JAMKHED";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sumit Kanhiya Patil";"IND";" 2";"Graduate Professional";"34";"2392177";"737500";"No";"KARJAT JAMKHED";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Ashutosh Ashokrao Kale";"NCP";" 2";"Post Graduate";"34";"182559681";"8888950";"Yes";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Ahire Magan Pandurang";"IND";"0";"10th Pass";"72";"16000";"0";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Ashok Vijay Gaikwad";"IND";"0";"8th Pass";"40";"4095075";"0";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kale Ashok Namdev";"IND";"0";"Literate";"52";"609000";"0";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kawade Shivaji Popatrao";"IND";"0";"10th Pass";"35";"112117";"75982";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kolhe Shital Digamba";"Hindustan Janta Party";"0";"12th Pass";"37";"505000";"0";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kolhe Snehalata Bipindada";"BJP";"0";"Graduate";"47";"142601332";"1296428";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Madhav Sakharam Tribhuva";"BSP";"0";"8th Pass";"60";"460800";"96000";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Rajesh Namdeorao Parja";"IND";"0";"Graduate";"50";"32180911";"1970908";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Rajesh Sakhahari Parja";"IND";"0";"12th Pass";"48";"3350300";"225000";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Salunke Dipak Ganpatrao";"IND";"0";"8th Pass";"56";"4208500";"1182064";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Shah Alim Chhotu";"IND";" 3";"Literate";"49";"0";"0";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Ukirde Sudam Pandharinath";"IND";"0";"Graduate Professional";"67";"4892000";"625000";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Vahadne Vijay Suryabha";"IND";"0";"Graduate";"62";"5179630";"1687871";"No";"KOPARGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Shankarrao Yashwantrao Gadakh";"Krantikari Shetkari Party";" 4";"Graduate";"49";"44052580";"571055";"Yes";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Balasaheb Alias Dadasaheb Damodhar Murkut";"BJP";"0";"Graduate";"51";"34686988";"3584386";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Bhausaheb Shivram Jagdal";"IND";"0";"10th Pass";"47";"811000";"0";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Deshmukh Vitthal Vishnu";"IND";"0";"Graduate";"25";"37352";"0";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Dnyandev";"IND";"0";"5th Pass";"72";"30513160";"0";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Golhar Ramnath Gahininath";"IND";"0";"Graduate";"56";"31286000";"20700000";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Karbhari Ramchandra Dhadg";"Rashtriya Sant Sandesh Party";"0";"10th Pass";"45";"2733000";"60000";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Karbhari Vishnu Udag";"Ambedkarite Party of India";"0";"5th Pass";"52";"681735";"0";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Laxmi Tukaram Gadakh";"IND";"0";"5th Pass";"59";"20001092";"5756381";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Machhindra Deorao Mungs";"IND";"0";"Graduate";"33";"0";"923000";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Matkar Shashikant Bhagwat";"Vanchit Bahujan Aaghadi";"0";"10th Pass";"46";"1243830";"134249";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Rajendra Eknath Nimbalka";"IND";"0";"12th Pass";"50";"480501";"139000";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Rajubai Kalyan Bhosal";"IND";"0";"Literate";"70";"1302604";"100000";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Ramdas Maruti Naja";"IND";"0";"Post Graduate";"60";"881000";"0";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sachin Ramdas Gavha";"MNS";"0";"10th Pass";"35";"1822000";"500000";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Vishal Vasantrao Gadakh";"IND";" 1";"Graduate Professional";"39";"874000";"540000";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Vishwas Poulas Vairaga";"BSP";" 1";"Graduate";"40";"29675";"0";"No";"NEVASA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Nilesh Dnyandev Lanke";"NCP";" 4";"Graduate";"39";"7550409";"3228989";"Yes";"PARNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Auti Vijayrao Bhaskarrao";"SHS";" 1";"10th Pass";"62";"30857156";"5148508";"No";"PARNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Bhausaheb Madhav Khedeka";"IND";"0";"10th Pass";"36";"1074500";"155000";"No";"PARNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Eng. D. R. Shendag";"Vanchit Bahujan Aaghadi";"0";"Post Graduate";"50";"8053518";"1205000";"No";"PARNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Prasad Bapu Khamka";"Janata Party";"0";"12th Pass";"29";"425000";"0";"No";"PARNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sathe Jitendra Mamata";"BSP";" 3";"5th Pass";"32";"987300";"210000";"No";"PARNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Prajakt Prasadrao Tanpure";"NCP";" 2";"Post Graduate";"43";"69152712";"30452611";"Yes";"RAHURI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Chandrakant Alias Sanjay Prabhakar Sansa";"IND";"0";"8th Pass";"33";"9000";"0";"No";"RAHURI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kardile Rajendra Dadasaheb";"IND";"0";"12th Pass";"38";"781279";"148000";"No";"RAHURI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kardile Shivaji Bhanudas";"BJP";" 6";"8th Pass";"61";"248057978";"27370342";"No";"RAHURI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Lambe Suresh Alias Surybhan Dattatray";"IND";"0";"8th Pass";"47";"3124357";"240000";"No";"RAHURI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Tanpure Raosaheb Radhuj";"IND";"0";"Literate";"58";"37311291";"704280";"No";"RAHURI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Vinayak Revannath Kord";"IND";"0";"5th Pass";"38";"133000";"0";"No";"RAHURI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Vijay Alias Balasaheb Bhausaheb Thorat";"INC";"0";"Graduate Professional";"66";"120887931";"1701263";"Yes";"SANGMNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Avinash Haushiram Bho";"IND";"0";"12th Pass";"43";"1175000";"175000";"No";"SANGMNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Bapu Paraji Randh";"IND";"0";"Graduate";"53";"5550000";"100000";"No";"SANGMNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Bapusaheb Bhagvat Taja";"Vanchit Bahujan Aaghadi";"0";"8th Pass";"47";"100000";"0";"No";"SANGMNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kaliram Bahiru Popalghat";"IND";"0";"10th Pass";"68";"25000";"0";"No";"SANGMNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sahebrao Ramchandra Naval";"SHS";" 2";"Graduate";"67";"446340624";"58211507";"No";"SANGMNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sampat Maruti Koleka";"Bahujan Mukti Party";"0";"Graduate";"27";"5815250";"0";"No";"SANGMNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sharad Dnyandev Gord";"MNS";" 1";"Graduate";"39";"2019000";"265000";"No";"SANGMNER";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Monica Rajeev Rajale";"BJP";"0";"Graduate";"47";"94946745";"18129044";"Yes";"SHEVGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Batade Dhiraj Motilal";"Right to Recall Party";"0";"12th Pass";"32";"0";"0";"No";"SHEVGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Chavan Kisan Jagannath";"Vanchit Bahujan Aaghadi";" 2";"Graduate Professional";"46";"10990652";"4045967";"No";"SHEVGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Dhakne Prataprao Babanrao";"NCP";" 4";"Graduate Professional";"50";"117510708";"8133873";"No";"SHEVGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kamruddin Dagdu Shaikh";"IND";" 1";"5th Pass";"42";"2093263";"774000";"No";"SHEVGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sandeep Gorakshanath Shela";"IND";"0";"Graduate";"28";"11424";"0";"No";"SHEVGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Shinde Sadashiv Satvaj";"IND";"0";"5th Pass";"76";"45226";"0";"No";"SHEVGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Subhash Trimbak Sabl";"BSP";"0";"8th Pass";"46";"180000";"0";"No";"SHEVGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Vitthal Pandurang Wagh";"IND";"0";"Post Graduate";"45";"1127000";"0";"No";"SHEVGAON";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Vikhe Patil Radhakrishna Eknathrao";"BJP";"0";"Graduate";"60";"247826279";"0";"Yes";"SHIRDI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Jagtap Shimon Thakaj";"BSP";" 1";"Graduate";"34";"72000";"167709";"No";"SHIRDI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kolage Vishal Baba";"Vanchit Bahujan Aaghadi";"0";"10th Pass";"34";"1701000";"440000";"No";"SHIRDI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Thorat Suresh Jagannath";"INC";" 1";"12th Pass";"43";"22102520";"7564000";"No";"SHIRDI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"agh Vishwanath Pandurang";"IND";" 2";"8th Pass";"39";"606000";"125000";"No";"SHIRDI";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Pachpute Babanrao Bhikaji";"BJP";" 27";"Graduate";"66";"86869974";"19589050";"Yes";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Ghanshyam Prataprao Shela";"NCP";" 2";"10th Pass";"60";"9310024";"6807440";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Harishchandra Patilbuva Pachput";"IND";"0";"8th Pass";"49";"3427406";"115000";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Jathar Balu Appa";"Peasants And Workers Party of India";"0";"8th Pass";"50";"1965000";"1500000";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Machindra Pandurang Supeka";"Vanchit Bahujan Aaghadi";" 1";"12th Pass";"56";"187412631";"26200000";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Pramod Bajirao Kal";"IND";"0";"Graduate";"29";"287288";"100000";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Rajendra Nilkanth Nagwad";"IND";"0";"Post Graduate";"38";"5294000";"540000";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sunil Laxman Ohal";"BSP";"0";"12th Pass";"50";"484000";"16000";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sunil Shivaji Udamal";"IND";"0";"Graduate";"50";"600600";"0";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Tatyaram Balbhim Ghodak";"Bahujan Mukti Party";"0";"10th Pass";"29";"10000";"0";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Tilak Gopinath Bhos";"Sambhaji Brigade Party";" 3";"Graduate";"30";"2405613";"381500";"No";"SHRIGONDA";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Kanade Lahu Natha";"INC";" 1";"Post Graduate";"65";"92001564";"18500000";"Yes";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Amolik Govind Baburao";"BSP";"0";"Graduate Professional";"67";"2629200";"205000";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Ashokrao Ramchandra Alhat";"Janhit Lokshahi Party";"0";"Graduate";"53";"37000";"0";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Bhausaheb Malhari Kambl";"SHS";" 1";"Others";"64";"26363997";"1634227";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Bhikaji Ranu Randiv";"IND";"0";"10th Pass";"65";"2786654";"434000";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Dr. Sudhir Radhaji Kshirsaga";"IND";"0";"Graduate Professional";"61";"10449700";"500000";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Jadhav Ramchandra Namdeo";"IND";" 1";"Post Graduate";"58";"69000039";"18244962";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Pagare Bhausaheb Shanka";"MNS";" 3";"10th Pass";"50";"11772000";"225000";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sana Mohamad Ali Sayyad";"IND";"0";"Post Graduate";"47";"41000";"0";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Sudhakar Dada Bhosal";"Bahujan Mukti Party";"0";"Graduate Professional";"64";"1957647";"513000";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Suresh Eknath Jagdha";"All India Majlis-E-Ittehadul Muslimeen";"0";"Others";"58";"18575728";"0";"No";"SHRIRAMPUR (SC)";"MAHARASHTRA";"AHMEDNAGAR";"2019";"Maharashtra";"No Comment"
"Govardhan Mangilal Sharma Alias Lalaji";"BJP";" 1";"Graduate";"70";"59157652";"19705877";"Yes";"AAKOLA WEST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Dhananjay Pralhadrao Nalat";"BSP";"0";"Graduate Professional";"49";"4250000";"0";"No";"AAKOLA WEST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Janardan Narayanrao Kanad";"Rashtriya Sant Sandesh Party";"0";"Graduate";"70";"600000";"240000";"No";"AAKOLA WEST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Madan Bhargad";"Vanchit Bahujan Aaghadi";" 8";"Graduate";"56";"46015486";"4886788";"No";"AAKOLA WEST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Pro. Suman Madhukar Tirpud";"Peoples Party of India (Democratic)";"0";"Post Graduate";"67";"14856813";"0";"No";"AAKOLA WEST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Rahul Ashok Jadhao";"IND";"0";"8th Pass";"39";"1735000";"0";"No";"AAKOLA WEST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Ravindra Ganeshrao Mundh";"IND";"0";"5th Pass";"36";"20000";"0";"No";"AAKOLA WEST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Sajid Khan Mannan Kha";"INC";" 8";"8th Pass";"44";"1932588";"9109";"No";"AAKOLA WEST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Shakti Das Khara";"Bahujan Mukti Party";"0";"8th Pass";"34";"10000";"0";"No";"AAKOLA WEST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Randhir Pralhadrao Sawarkar";"BJP";" 1";"Graduate Professional";"45";"170221142";"87041411";"Yes";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Ajabrao Ramrao Tal";"IND";" 2";"Post Graduate";"57";"18915000";"750000";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Anil Bapurao Kapl";"IND";"0";"10th Pass";"45";"3882582";"300000";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Ashok Bhimrao Koltak";"IND";"0";"10th Pass";"60";"1029000";"0";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Bhade Haridas Pandha";"Vanchit Bahujan Aaghadi";"0";"Graduate";"62";"81140822";"8117427";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Harshal Ashokrao Shirsat";"Bahujan Mukti Party";"0";"Others";"28";"10000";"0";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Mahendra Ramesh Bhoj";"IND";"0";"Graduate";"37";"630000";"731000";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Nikhil Malti Bhond";"Peoples Party of India (Democratic)";"0";"Graduate";"46";"1639000";"150000";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Priti Pramod Sadanshiv";"Republican Party of India (Social)";"0";"Graduate";"34";"688476";"134000";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Sanjay Gopalrao Athawal";"IND";"0";"Graduate Professional";"47";"25000";"0";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Vivek Ramrao Paraska";"INC";" 3";"Post Graduate";"59";"336421635";"67654527";"No";"AKOLA EAST";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Prakash Gunwantrao Bharsakale";"BJP";"0";"8th Pass";"67";"134077697";"1542676";"Yes";"AKOT";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
" Adv. Santosh Vasant Rahat";"Vanchit Bahujan Aaghadi";"0";"Graduate Professional";"44";"13026000";"1100000";"No";"AKOT";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Abdul Sadique Abdul Khaliqu";"IND";" 1";"10th Pass";"58";"3454769";"92000";"No";"AKOT";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
"Amol Motiram Vyavaha";"Vidarbh Maza Party";"0";"Post Graduate";"32";"4371000";"850000";"No";"AKOT";"MAHARASHTRA";"AKOLA";"2019";"Maharashtra";"No Comment"
