"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"Year";"House";"Comment"
"NAMO NARAIN";"INC";"0";"Post Graduate";"60";"5234897";"400000";"Yes";"Sawai Madhopur";"RAJASTHAN";"2004";"Lok Sabha";"No Comment"
"GEETA";"JP";"0";"Literate";"56";"1360000";"0";"No";"Sawai Madhopur";"RAJASTHAN";"2004";"Lok Sabha";"No Comment"
"HARI PRASAD";"Samajwadi Janata Party (Rashtriya)";"0";"Literate";"48";"25500";"0";"No";"Sawai Madhopur";"RAJASTHAN";"2004";"Lok Sabha";"No Comment"
"JASKAUR";"BJP";"0";"Post Graduate";"57";"8987768";"0";"No";"Sawai Madhopur";"RAJASTHAN";"2004";"Lok Sabha";"No Comment"
"KAILASH";"BSP";"0";"Literate";"40";"383420";"0";"No";"Sawai Madhopur";"RAJASTHAN";"2004";"Lok Sabha";"No Comment"
