"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Rajendra Singh";"IND";"0";"8th Pass";"45";"3575685";"0";"No";"AGRA RURAL (SC)";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Suresh Chand Varu";"IND";"0";"10th Pass";"30";"20000";"0";"No";"AGRA RURAL (SC)";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Upendra Singh";"INC";" 2";"Post Graduate";"51";"35511225";"3399372";"No";"AGRA RURAL (SC)";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Yogendra Upadhyaya";"BJP";" 4";"Post Graduate";"66";"45622250";"0";"Yes";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Alamg";"Peace Party";"0";"12th Pass";"46";"20227383";"600000";"No";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Anuj Sharma";"INC";" 1";"8th Pass";"36";"1103354";"0";"No";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Derek Smith";"Adarsh Samaj Party";"0";"Post Graduate";"68";"107708671";"0";"No";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Mohd Kamil";"Indian Union Muslim League";" 4";"Literate";"33";"767712";"0";"No";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Prem Singh";"Lokpriya Rashtrawadi Party";"0";"10th Pass";"51";"32500";"0";"No";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Ramja";"AAP";" 4";"8th Pass";"49";"5178350";"200000";"No";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Rashid Ali Choudhary";"Aazad Samaj Party (Kanshi Ram)";"0";"Graduate Professional";"35";"12454000";"0";"No";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Ravi Bharadwaj";"BSP";"0";"12th Pass";"45";"21362171";"438407";"No";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Vinay Agarwal";"SP";"0";"Graduate";"50";"22830691";"6303292";"No";"AGRA SOUTH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Rani Pakshalika Singh";"BJP";"0";"Graduate";"61";"584850043";"2985069";"Yes";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Ashok Kuma";"IND";"0";"Post Graduate";"45";"1656500";"0";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Brijendra Singh";"IND";"0";"8th Pass";"67";"2323102";"0";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Kaushal Kisho";"IND";"0";"Post Graduate";"26";"621000";"0";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Madhusudan Sharma";"SP";" 5";"8th Pass";"53";"242356401";"57815449";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Manoj Dixit";"INC";" 4";"Graduate";"51";"4476000";"0";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Naresh";"IND";"0";"12th Pass";"32";"428000";"0";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Neeraj Kumar Karauria";"AAP";"0";"Others";"29";"764200";"574000";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Nitin Verma";"BSP";"0";"Graduate";"26";"20809884";"8357334";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Rambara";"IND";"0";"Literate";"54";"1462686";"0";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Sarvesh Kuma";"Bharatiya Majdoor Janta Party";"0";"Graduate Professional";"32";"1107907";"45200";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Styendra Baghel";"Rashtriya Samaj Paksha";"0";"Illiterate";"31";"100000";"0";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Sukhram";"IND";"0";"12th Pass";"46";"3426000";"0";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Vijay Pratap Singh";"IND";"0";"Graduate Professional";"32";"1286200";"0";"No";"BAH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Dr. Dharmpal Singh";"BJP";" 1";"Doctorate";"58";"71759650";"0";"Yes";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Dr. Anil Kumar Singh";"IND";"0";"Doctorate";"41";"2024258";"1200000";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Dr.Virendra Singh Chauha";"SP";"0";"Doctorate";"54";"36232480";"1200000";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Kapil Gautam";"IND";"0";"12th Pass";"42";"50000";"0";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Maha V";"IND";"0";"8th Pass";"63";"719572";"0";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Praval Pratap Singh";"BSP";" 1";"Graduate";"44";"30343673";"132488";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Rakesh Kumar Gupta";"Rashtriya Vyapari Party";"0";"Graduate";"51";"3700287";"70000";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Satish";"Bahujan Mukti Party";"0";"Not Given";"66";"5075000";"0";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Shailendra Pal Singh";"IND";"0";"Graduate Professional";"32";"2038765";"0";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Shiv Charan Lal";"IND";"0";"12th Pass";"63";"1000";"0";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Shivanidevi Dev";"INC";"0";"12th Pass";"26";"1780000";"0";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Sumit Singh";"AAP";"0";"Post Graduate";"32";"716000";"0";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Sunil Ojha";"Bharatiya Subhash Sena";"0";"Post Graduate";"33";"405500";"0";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Vinod Singh";"Peace Party";"0";"8th Pass";"48";"560000";"0";"No";"ETMADPUR";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Chhotey Lal Verma";"BJP";"0";"8th Pass";"68";"63914393";"1137492";"Yes";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Ajay Kuma";"Log Party";"0";"Graduate";"30";"230000";"0";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Bhu";"IND";"0";"Post Graduate";"37";"14221490";"612000";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Hotam Singh Nishad";"INC";"0";"Graduate";"33";"17922000";"382650";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Mahinder Singh Verma";"IND";"0";"Post Graduate";"38";"19724035";"1057058";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Narendra Singh";"Bhartiya Veer Dal";"0";"Graduate";"35";"1115000";"0";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Pramod Kumari Kushwah";"IND";"0";"12th Pass";"45";"8702767";"0";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Pt. Dinesh Chand Sharma";"Saman Adhikar Party";"0";"12th Pass";"40";"65000";"0";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Purushottam Das Fauzi Bha";"AAP";"0";"Graduate";"62";"11661425";"700000";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Rajesh Singh Kushwah";"Jan Adhikar Party";"0";"Graduate Professional";"47";"12445000";"536052";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Roopali Dixit";"SP";"0";"Post Graduate";"34";"1598969";"145152";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Shailendra Singh";"BSP";"0";"Graduate";"41";"39175082";"2542000";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Vijay Singh Dhanga";"Rashtriya Shoshit Samaj Party";"0";"12th Pass";"70";"56124585";"0";"No";"FATEHABAD";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Babulal";"BJP";" 7";"10th Pass";"69";"67137618";"900000";"Yes";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Brijesh Kuma";"RLD";" 6";"Post Graduate";"47";"65220000";"0";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Dr.Kumrendra Singh";"IND";"0";"Doctorate";"62";"75122736";"0";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Hemant Singh";"INC";"0";"Graduate";"32";"19637518";"2571102";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Hina Naz Sherava";"VANCHITSAMAJ INSAAF PARTY";"0";"8th Pass";"33";"404900";"0";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Jagdish";"Aazad Samaj Party (Kanshi Ram)";"0";"8th Pass";"60";"50000";"0";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Lekhraj";"IND";"0";"Literate";"51";"666000";"0";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Mukesh Kuma";"BSP";"0";"Graduate Professional";"34";"32782544";"2323729";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Sangeeta";"Bharatiya Majdoor Janta Party";"0";"Literate";"45";"18685000";"0";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Saurabh Singh Parma";"IND";"0";"Graduate";"28";"1032000";"0";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Yogendra Singh Chaha";"IND";"0";"Post Graduate";"47";"23970000";"1000000";"No";"FATEHPUR SIKRI";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Bhagwan Singh Kushwaha";"BJP";" 1";"Graduate Professional";"53";"11444482";"0";"Yes";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Ambedakari Hasanuram Ambedaka";"IND";" 1";"Literate";"67";"1100";"0";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Ashok Kuma";"Bharatiya Subhash Sena";"0";"Post Graduate";"60";"8478000";"0";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Banwarilal";"AAP";"0";"Post Graduate";"55";"5021049";"520000";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Gangadhar Kushwah";"BSP";"0";"Post Graduate";"57";"31931186";"0";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Laxmi Naraya";"IND";"0";"10th Pass";"49";"414000";"0";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Neeraj Kumar Rawat";"IND";" 3";"12th Pass";"33";"705000";"0";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Ramnath Singh Sikarwa";"INC";" 10";"Graduate";"53";"5255000";"0";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Randhaur Singh";"IND";" 1";"8th Pass";"43";"6915000";"500000";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Rohta";"RLD";" 1";"10th Pass";"35";"41580000";"350000";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Satish Chandra Bhardwaj";"Saman Adhikar Party";"0";"Post Graduate";"61";"4085000";"0";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Shyam Sunda";"IND";"0";"Graduate";"28";"649062";"0";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Uday Singh";"IND";"0";"Post Graduate";"45";"765200";"0";"No";"KHERAGARH";"UTTAR PRADESH";"AGRA";"2022";"Uttar Pradesh";"No Comment"
"Sandeep Kumar Singh";"BJP";"0";"Post Graduate";"30";"144657223";"0";"Yes";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Akhalesh Dev";"IND";"0";"Illiterate";"37";"1151385";"0";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Brijesh Kuma";"Lok Dal";"0";"12th Pass";"37";"4096000";"0";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Dharmendra Kuma";"INC";" 1";"10th Pass";"38";"5704000";"0";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Dr. Omvir Singh";"BSP";"0";"Doctorate";"54";"20824853";"2749560";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Kailash Kuma";"Bahujan Mukti Party";"0";"Literate";"33";"0";"0";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Khem Singh";"AAP";"0";"Graduate Professional";"52";"10369000";"40000";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Manju Devi Alias Manju Ra";"IND";"0";"Post Graduate";"52";"20824853";"2749560";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Rahul Singh";"IND";"0";"Graduate Professional";"33";"660360";"0";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Saleem Kha";"IND";"0";"10th Pass";"42";"10455574";"40000";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Viresh Yadav";"SP";" 3";"Graduate Professional";"56";"43735785";"1568930";"No";"ATRAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Thakur Jaiveer Singh";"BJP";"0";"Post Graduate";"57";"130754430";"6711061";"Yes";"BARAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Devender Kumar Verma";"IND";"0";"10th Pass";"55";"10950000";"900000";"No";"BARAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Gaurang Dev";"INC";" 2";"Graduate Professional";"30";"2745000";"450000";"No";"BARAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Narendra Kumar Sharma";"BSP";"0";"Graduate Professional";"37";"20664916";"5186409";"No";"BARAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Pramod Gau";"RLD";"0";"Graduate";"61";"107644165";"500000";"No";"BARAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Shakir Al";"All India Majlis-E-Ittehadul Muslimeen";"0";"8th Pass";"51";"2105000";"857";"No";"BARAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Sunita";"AAP";"0";"12th Pass";"49";"3050000";"0";"No";"BARAULI";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Ravendra Pal Singh";"BJP";"0";"10th Pass";"57";"80534784";"0";"Yes";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Akhilesh Kuma";"INC";"0";"Graduate";"47";"22816376";"0";"No";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Akshay Kuma";"IND";"0";"Graduate";"30";"742000";"0";"No";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Jasy";"IND";"0";"10th Pass";"27";"20000";"0";"No";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Laxmi Dhanga";"SP";"0";"Post Graduate";"41";"16003573";"3042873";"No";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Rajesh Kumar Sharma";"Bharatiya Subhash Sena";" 1";"8th Pass";"42";"707500";"0";"No";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Satish Kuma";"IND";"0";"8th Pass";"37";"9328193";"2310812";"No";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Sushil Kuma";"AAP";"0";"12th Pass";"39";"7099879";"320000";"No";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Tilak Raj";"BSP";" 1";"12th Pass";"51";"22817563";"1894000";"No";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Yad Karan Singh";"Jan Adhikar Party";"0";"Not Given";"51";"3077000";"0";"No";"CHHARRA";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Rajkumar Sahyogi";"BJP";"0";"10th Pass";"56";"62646999";"0";"Yes";"IGLAS (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Birpal Singh";"RLD";"0";"Post Graduate";"49";"10179943";"1000000";"No";"IGLAS (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Kunwarpal Singh";"Lok Dal";"0";"Post Graduate";"67";"13260000";"0";"No";"IGLAS (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Prit";"INC";"0";"Post Graduate";"27";"450000";"0";"No";"IGLAS (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Sushil Kuma";"BSP";"0";"Graduate";"37";"22366758";"0";"No";"IGLAS (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Anoop Singh Alias Anoop Pradhan Valmeeki";"BJP";"0";"10th Pass";"40";"9238262";"2068000";"Yes";"KHAIR (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Bhagwati Prasad";"RLD";"0";"12th Pass";"59";"22285000";"707000";"No";"KHAIR (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Charu Kain Ka";"BSP";"0";"12th Pass";"25";"17850000";"1100000";"No";"KHAIR (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Jagdish Prasad";"IND";"0";"Not Given";"46";"1020000";"0";"No";"KHAIR (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Mohneesh Pratap Singh";"AAP";"0";"Post Graduate";"26";"286500";"0";"No";"KHAIR (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Monika";"INC";"0";"12th Pass";"30";"2520000";"0";"No";"KHAIR (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Mulchand";"IND";"0";"12th Pass";"50";"426981";"0";"No";"KHAIR (SC)";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"Anil Parashar";"BJP";" 1";"Graduate Professional";"50";"66823654";"15132414";"Yes";"KOIL";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
"M L Papa";"IND";"0";"Graduate";"50";"1295000";"0";"No";"KOIL";"UTTAR PRADESH";"ALIGARH";"2022";"Uttar Pradesh";"No Comment"
