"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Chinnappa K";"DMK";" 4";"Graduate Professional";"73";"14671830";"2995179";"Yes";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Deva P";"IND";"0";"12th Pass";"40";"72000";"0";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Durai.Manivel";"Amma Makkal Munnettra Kazagam";" 1";"8th Pass";"61";"29201267";"22450000";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Jawahar P";"Indiya Jananayaka Katchi";"0";"Doctorate";"40";"4384239";"3100000";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Kumar J";"IND";"0";"12th Pass";"32";"1500274";"0";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Manikannan M";"IND";"0";"12th Pass";"44";"781000";"470000";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Rajendran S";"AIADMK";"0";"8th Pass";"61";"10781933";"0";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Ramesh K";"IND";"0";"Post Graduate";"44";"1249583";"315238";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Ravichandran S";"IND";"0";"10th Pass";"29";"499707";"0";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Savarianandham V";"BSP";"0";"Graduate Professional";"45";"10300";"0";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Sivathasan V";"IND";"0";"12th Pass";"39";"20000";"0";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Suguna Kuma";"Naam Tamilar Katchi";"0";"10th Pass";"34";"3236500";"0";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Thanga. Shanmuga Sundaram";"New Generation Peoples Party";" 2";"Post Graduate";"43";"5281537";"0";"No";"ARIYALUR";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Kannan Ka So Ka";"DMK";" 21";"Post Graduate";"43";"126349042";"1989236";"Yes";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Balu K";"Pattali Makkal Katchi";"0";"Graduate Professional";"50";"65044938";"16612865";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Kesavarajan V K";"IND";"0";"Graduate Professional";"43";"5697436";"0";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Mahalingam Neela";"Naam Tamilar Katchi";"0";"Graduate";"40";"5624000";"2468498";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Neelamegam K";"BSP";"0";"12th Pass";"57";"52000";"50000";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Rajkumar S";"IND";"0";"12th Pass";"46";"30000";"0";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Samuvel Martin A";"IND";"0";"Graduate";"28";"70000";"0";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Sathishkumar R";"IND";"0";"Graduate";"32";"5060681";"0";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Sedhuraman R";"IND";"0";"10th Pass";"47";"35000";"0";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Siva J K";"Amma Makkal Munnettra Kazagam";"0";"Graduate";"41";"20937500";"6100000";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Sornalatha Alias Latha G";"Indiya Jananayaka Katchi";"0";"5th Pass";"46";"44465310";"0";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Sudarvizhi K";"IND";"0";"Graduate Professional";"42";"126000";"0";"No";"JAYANKONDAM";"TAMIL NADU";"ARIYALUR";"2021";"Tamil Nadu";"No Comment"
"Varalakshmi.M";"DMK";"0";"Others";"47";"414445408";"237892792";"Yes";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Dillibabu.S";"Tipu Sultan Party";"0";"Graduate";"46";"245000";"0";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Eraniappan.S";"CPI(ML)(L)";"0";"12th Pass";"60";"8679314";"0";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Gajendran.M";"AIADMK";"0";"Graduate";"42";"79641720";"56531908";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Gopalakrishnan.N";"IND";"0";"Graduate";"49";"10000";"0";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Muthamilselvan.S";"Indiya Jananayaka Katchi";"0";"Graduate";"47";"4426098";"1800000";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Rajagopal.G";"IND";"0";"Post Graduate";"35";"2161000";"1458035";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Sanjeevinathan.K";"Naam Tamilar Katchi";" 1";"8th Pass";"40";"16810000";"10675500";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Sathishkumar.A";"Amma Makkal Munnettra Kazagam";"0";"Graduate Professional";"34";"44340000";"25950000";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Seethalakshm";"IND";"0";"12th Pass";"27";"23000";"0";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Vasumathi.G";"Anaithu Makkal Arasiyal Katchi";"0";"10th Pass";"37";"264000";"100000";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Veeradoss.E";"IND";"0";"12th Pass";"44";"438000";"0";"No";"CHENGALPATTU";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Babu M";"Viduthalai Chiruthaigal Katchi";"0";"Graduate";"44";"158917070";"77909953";"Yes";"CHEYYUR (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Amarnath B";"IND";"0";"10th Pass";"29";"24000";"0";"No";"CHEYYUR (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Anbu Tamilsekaran P";"Makkal Needhi Maiam";"0";"10th Pass";"71";"1787618";"0";"No";"CHEYYUR (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Babu E";"IND";"0";"5th Pass";"49";"1370401";"0";"No";"CHEYYUR (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Ilayaraja S";"BSP";"0";"Doctorate";"33";"858650";"300000";"No";"CHEYYUR (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Kanitha S";"AIADMK";"0";"Graduate";"56";"34273219";"1000000";"No";"CHEYYUR (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Rajesh R";"Naam Tamilar Katchi";"0";"Graduate Professional";"34";"190000";"0";"No";"CHEYYUR (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Siva A";"DMDK";" 1";"10th Pass";"44";"1009800";"600000";"No";"CHEYYUR (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Vinoth M";"IND";"0";"10th Pass";"30";"10000";"0";"No";"CHEYYUR (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Maragatham. K";"AIADMK";"0";"Post Graduate";"38";"37609491";"9935511";"Yes";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Dinesh. K";"Makkal Needhi Maiam";"0";"Post Graduate";"38";"2454500";"1404000";"No";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Kothandan. A";"Desiya Sirupanmayinar Makkal Iyakkam";"0";"Graduate";"50";"700000";"0";"No";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Madhanraj. M";"BSP";"0";"12th Pass";"29";"175500";"0";"No";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Moorthi . N";"DMDK";"0";"8th Pass";"49";"430000";"0";"No";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Ranjitham. M";"IND";"0";"8th Pass";"41";"78000";"0";"No";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Sathya. C.E";"DMK";" 7";"Post Graduate";"57";"8919034";"1400000";"No";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Subash. S";"Makkal Munnetra Peravai";" 1";"Post Graduate";"28";"50025";"0";"No";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Sumitha. P";"Naam Tamilar Katchi";"0";"8th Pass";"30";"267000";"0";"No";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Tamizhselvan. S";"IND";"0";"10th Pass";"27";"79000";"0";"No";"MADURANTAKAM (SC)";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Karunanithi";"DMK";" 12";"10th Pass";"62";"10008315";"2019280";"Yes";"PALLAVARAM";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Ajithkuma";"Puthiya Tamilagam";"0";"8th Pass";"29";"2580000";"0";"No";"PALLAVARAM";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Balaj";"IND";"0";"Others";"41";"607657";"0";"No";"PALLAVARAM";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
"Bhaskara";"IND";"0";"8th Pass";"68";"318000";"0";"No";"PALLAVARAM";"TAMIL NADU";"CHENGALPATTU";"2021";"Tamil Nadu";"No Comment"
